# Instrument-source: 'cylinder.instr'
# Date: Thu Apr 23 18 58 2026
# Ncount: 10000000000
# Numpoints: 21
# Param: thickness = 0.0005
# type: multiarray_1d(21)
# title: Scan of thickness
# xlabel: 'thickness'
# ylabel: 'Intensity'
# xvars: thickness
# yvars: (mon_4pi_I,mon_4pi_ERR)
# xlimits: 0.0005 0.0015
# filename: mccode.dat
# variables: thickness mon_4pi_I mon_4pi_ERR
0.0005 0.00134941 1.37184e-08
0.00055 0.00134379 1.36825e-08
0.0006 0.00133829 1.36474e-08
0.00065 0.0013329 1.36131e-08
0.0007 0.00132762 1.35796e-08
0.00075 0.00132246 1.35467e-08
0.0008 0.00131739 1.35146e-08
0.00085 0.00131245 1.34833e-08
0.0009 0.0013076 1.34526e-08
0.00095 0.00130286 1.34226e-08
0.0010 0.00129822 1.33933e-08
0.00105 0.00129368 1.33646e-08
0.0011 0.00128924 1.33366e-08
0.00115 0.0012849 1.33093e-08
0.0012 0.00128065 1.32825e-08
0.00125 0.00127649 1.32564e-08
0.0013 0.00127242 1.32308e-08
0.00135 0.00126846 1.3206e-08
0.0014 0.00126457 1.31816e-08
0.00145 0.00126078 1.31578e-08
0.0015 0.00125707 1.31346e-08
