# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=100000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=4013187 hits_in=4013187
# columns: ix,iy,I,sigma
0,0,1.15117643574e-09,1.82017002636e-10
1,0,8.05835334158e-10,1.52288585827e-10
2,0,1.15080196935e-09,1.81957812078e-10
3,0,9.49509977062e-10,1.65288513337e-10
4,0,1.03572126621e-09,1.72620242267e-10
5,0,8.05779203401e-10,1.52277981207e-10
6,0,1.17970076187e-09,1.84238340438e-10
7,0,5.75404655747e-10,1.28664416567e-10
8,0,7.48143073575e-10,1.46722953561e-10
9,0,9.78101515647e-10,1.67743089189e-10
10,0,9.20911994831e-10,1.62795805546e-10
11,0,7.7685698e-10,1.49506222689e-10
12,0,6.32964450297e-10,1.34948500704e-10
13,0,8.34318969226e-10,1.54929181324e-10
14,0,9.20778879521e-10,1.62772283371e-10
15,0,8.63263432191e-10,1.57609655142e-10
16,0,9.78330267881e-10,1.67782284292e-10
17,0,1.00701384705e-09,1.70216438555e-10
18,0,9.20890972419e-10,1.62792088783e-10
19,0,1.00722301033e-09,1.70251800871e-10
20,0,9.20414041422e-10,1.6270780407e-10
21,0,1.09359632303e-09,1.77404776202e-10
22,0,1.00693725572e-09,1.70203500278e-10
23,0,6.90754353501e-10,1.40999659618e-10
24,0,8.34490041183e-10,1.54960930198e-10
25,0,9.78425867834e-10,1.67798680644e-10
26,0,1.09364508623e-09,1.77412679808e-10
27,0,6.90478714413e-10,1.40943429778e-10
28,0,8.34487410784e-10,1.54960462731e-10
29,0,8.3442359733e-10,1.54948611162e-10
30,0,8.63158877058e-10,1.57590565897e-10
31,0,8.05530563495e-10,1.52230991917e-10
32,0,8.05449698681e-10,1.52215718514e-10
33,0,8.91945191788e-10,1.60198140011e-10
34,0,9.78441210408e-10,1.67801316539e-10
35,0,5.4675362827e-10,1.25433907265e-10
36,0,8.91994682699e-10,1.60207006774e-10
37,0,1.09332055541e-09,1.77360045832e-10
38,0,6.90562971253e-10,1.40960610205e-10
39,0,7.76895147749e-10,1.49513573066e-10
40,0,8.057792329e-10,1.52277990356e-10
41,0,7.19357159986e-10,1.43871475248e-10
42,0,7.48042319723e-10,1.46703209942e-10
43,0,8.91884078079e-10,1.60187149063e-10
44,0,9.20592915273e-10,1.62739419468e-10
45,0,9.20558773903e-10,1.62733388397e-10
46,0,8.63052023666e-10,1.57571053324e-10
47,0,9.78259842696e-10,1.67770222055e-10
48,0,9.20666658638e-10,1.62752458492e-10
49,0,8.34421200729e-10,1.54948155394e-10
50,0,9.20549282434e-10,1.627316854e-10
51,0,6.33027663912e-10,1.34961972369e-10
52,0,6.90510296311e-10,1.4094986241e-10
53,0,1.00698763196e-09,1.702120085e-10
54,0,7.7693480978e-10,1.49521198837e-10
55,0,1.6113190876e-09,2.15321608061e-10
56,0,8.34336986707e-10,1.54932514666e-10
57,0,6.61896153853e-10,1.38014906325e-10
58,0,1.00683284245e-09,1.70185855754e-10
59,0,7.19345619379e-10,1.43869150062e-10
60,0,6.04336623288e-10,1.31877083688e-10
61,0,8.62946134102e-10,1.57551731812e-10
62,0,1.03584068666e-09,1.72640158304e-10
63,0,8.63218434733e-10,1.57601442752e-10
64,0,6.61819206202e-10,1.37998861381e-10
65,0,7.48104560187e-10,1.46715396217e-10
66,0,9.20663921959e-10,1.62751973136e-10
67,0,8.63030767845e-10,1.57567172928e-10
68,0,7.76892940541e-10,1.49513150305e-10
69,0,6.90621102216e-10,1.4097246656e-10
70,0,7.48232989549e-10,1.46740581197e-10
71,0,6.61877036977e-10,1.38010917596e-10
72,0,6.90490636872e-10,1.40945848244e-10
73,0,6.61608027791e-10,1.37954850887e-10
74,0,7.48050757843e-10,1.46704853639e-10
75,0,1.03585073285e-09,1.72641816773e-10
76,0,5.46683529491e-10,1.25417839877e-10
77,0,6.32947683722e-10,1.34944922985e-10
78,0,8.91925211955e-10,1.60194537337e-10
79,0,9.20616852741e-10,1.62743650893e-10
80,0,9.49392363276e-10,1.65268033584e-10
81,0,7.1916393037e-10,1.43832828245e-10
82,0,6.04269468359e-10,1.31862433063e-10
83,0,6.90313967047e-10,1.4090978268e-10
84,0,7.76830863182e-10,1.49501209368e-10
85,0,9.7821859987e-10,1.67763146686e-10
86,0,8.63147868875e-10,1.57588555414e-10
87,0,8.34538389125e-10,1.54969906659e-10
88,0,5.75570910244e-10,1.28701581171e-10
89,0,8.05637793235e-10,1.52251262266e-10
90,0,1.06461379233e-09,1.75021465364e-10
91,0,8.34464240801e-10,1.54956151667e-10
92,0,7.77092451154e-10,1.49551522935e-10
93,0,8.63016626576e-10,1.57564593463e-10
94,0,7.77002407007e-10,1.4953420633e-10
95,0,6.61834185612e-10,1.3800200109e-10
96,0,6.90457062433e-10,1.40938997389e-10
97,0,8.05510905905e-10,1.5222730268e-10
98,0,7.48150972087e-10,1.46724530665e-10
99,0,6.33051502515e-10,1.34967054375e-10
100,0,6.61826628439e-10,1.38000419025e-10
101,0,9.2054310264e-10,1.62730605899e-10
102,0,9.78294754271e-10,1.67776209537e-10
103,0,7.4789942143e-10,1.46675183008e-10
104,0,7.19323228767e-10,1.43864677304e-10
105,0,7.19217356906e-10,1.43843512216e-10
106,0,4.89195894249e-10,1.18647454314e-10
107,0,8.34441141392e-10,1.54951871376e-10
108,0,8.05796964377e-10,1.52281333027e-10
109,0,1.15098742784e-09,1.8198712964e-10
110,0,8.63176073055e-10,1.57593708204e-10
111,0,8.3434261794e-10,1.54933566e-10
112,0,9.20772485606e-10,1.6277115401e-10
113,0,7.76813168124e-10,1.49497807397e-10
114,0,9.49401312573e-10,1.6526958797e-10
115,0,8.05467030593e-10,1.52219008223e-10
116,0,8.05820982811e-10,1.52285869647e-10
117,0,6.90649411818e-10,1.4097823521e-10
118,0,1.00702644459e-09,1.7021857882e-10
119,0,8.63005019136e-10,1.57562484814e-10
120,0,5.75407747141e-10,1.2866511253e-10
121,0,8.3440159131e-10,1.54944509655e-10
122,0,7.76822441379e-10,1.49499578104e-10
123,0,9.49418103553e-10,1.65272509807e-10
124,0,9.49358104741e-10,1.6526206065e-10
125,0,8.34315122289e-10,1.5492846584e-10
126,0,7.47859906801e-10,1.46667444952e-10
127,0,7.76774131841e-10,1.49490284633e-10
128,0,7.76891499256e-10,1.49512874722e-10
129,0,8.05544463133e-10,1.52233619573e-10
130,0,6.61850903859e-10,1.38005479381e-10
131,0,7.76810922599e-10,1.49497377389e-10
132,0,7.1921066894e-10,1.43842158362e-10
133,0,7.19303514784e-10,1.43860731094e-10
134,0,6.61805968261e-10,1.37996112936e-10
135,0,8.05687244061e-10,1.5226062067e-10
136,0,1.18002767721e-09,1.84289382208e-10
137,0,5.17905043705e-10,1.22071420946e-10
138,0,9.49417182935e-10,1.65272350615e-10
139,0,7.48122043725e-10,1.46718820386e-10
140,0,6.04260261412e-10,1.31860415849e-10
141,0,8.05561947102e-10,1.52236930611e-10
142,0,6.90382447926e-10,1.40923782307e-10
143,0,6.61812519153e-10,1.3799747789e-10
144,0,8.3426169875e-10,1.54918543676e-10
145,0,7.48057219604e-10,1.46706133967e-10
146,0,8.6329961963e-10,1.57616259984e-10
147,0,1.0071965191e-09,1.70247310244e-10
148,0,8.05808950066e-10,1.522835963e-10
149,0,8.34625630542e-10,1.54986115265e-10
150,0,1.09340289763e-09,1.77373407288e-10
151,0,1.09330981368e-09,1.77358307636e-10
152,0,9.49536574313e-10,1.65293149045e-10
153,0,7.76994637018e-10,1.49532707742e-10
154,0,9.78315364431e-10,1.67779735302e-10
155,0,9.78292591463e-10,1.67775833721e-10
156,0,9.49578242815e-10,1.65300377694e-10
157,0,6.90454382799e-10,1.40938436376e-10
158,0,1.12193200526e-09,1.79652975877e-10
159,0,6.90586061816e-10,1.40965328052e-10
160,0,1.00693483299e-09,1.7020308947e-10
161,0,8.34454184549e-10,1.54954296239e-10
162,0,7.48147217355e-10,1.46723787629e-10
163,0,8.91981931683e-10,1.60204706446e-10
164,0,9.78183779636e-10,1.67757167397e-10
165,0,7.77064225728e-10,1.49546108512e-10
166,0,1.06465380074e-09,1.75028043558e-10
167,0,8.05608773009e-10,1.52245771489e-10
168,0,1.03595415835e-09,1.7265906162e-10
169,0,7.48145325349e-10,1.46723401169e-10
170,0,7.19446535832e-10,1.43889332587e-10
171,0,1.0070568456e-09,1.70223729092e-10
172,0,9.49415863282e-10,1.65272126272e-10
173,0,7.19262008639e-10,1.43852433474e-10
174,0,8.63359994735e-10,1.57627294585e-10
175,0,1.17991180518e-09,1.84271298305e-10
176,0,7.195062362e-10,1.4390127441e-10
177,0,8.63493455477e-10,1.57651632408e-10
178,0,6.32911009014e-10,1.34937110927e-10
179,0,1.03577386187e-09,1.72629011729e-10
0,1,9.78343343717e-10,1.67784530786e-10
1,1,7.48080501274e-10,1.46710692436e-10
2,1,1.38112251725e-09,1.99347911457e-10
3,1,7.19413154544e-10,1.43882658436e-10
4,1,8.63015558176e-10,1.57564406829e-10
5,1,1.12219130844e-09,1.79694471695e-10
6,1,1.06455560343e-09,1.75011923936e-10
7,1,1.06455482178e-09,1.7501178265e-10
8,1,1.06467298793e-09,1.75031198459e-10
9,1,1.00699732446e-09,1.70213654505e-10
10,1,7.76663773972e-10,1.49469035059e-10
11,1,8.34504652092e-10,1.54963651853e-10
12,1,8.63415228984e-10,1.57637345316e-10
13,1,1.20834508439e-09,1.86451738663e-10
14,1,7.47972039973e-10,1.46689416402e-10
15,1,7.76688649242e-10,1.49473826149e-10
16,1,6.90671617819e-10,1.4098277089e-10
17,1,7.48178610752e-10,1.4672992091e-10
18,1,1.03585977758e-09,1.72643336472e-10
19,1,8.63213351365e-10,1.57600499541e-10
20,1,1.06455653151e-09,1.750120547e-10
21,1,8.91943627466e-10,1.60197841597e-10
22,1,1.09348815458e-09,1.77387232741e-10
23,1,1.00703367231e-09,1.70219786324e-10
24,1,1.0358738096e-09,1.72645670461e-10
25,1,1.15075441561e-09,1.81950294215e-10
26,1,1.03575383013e-09,1.72625675734e-10
27,1,8.3454916705e-10,1.54971910951e-10
28,1,9.20886213854e-10,1.62791245869e-10
29,1,8.34658731459e-10,1.54992261582e-10
30,1,9.20624329447e-10,1.6274496711e-10
31,1,5.7547317469e-10,1.2867972666e-10
32,1,9.20608370749e-10,1.62742140655e-10
33,1,1.0358179075e-09,1.72636357765e-10
34,1,9.7832217706e-10,1.67780915873e-10
35,1,8.63248269296e-10,1.57606868915e-10
36,1,9.20666378243e-10,1.62752397568e-10
37,1,1.18002900114e-09,1.84289590762e-10
38,1,6.61834806735e-10,1.38002126737e-10
39,1,8.05726829415e-10,1.52268087593e-10
40,1,1.00715680038e-09,1.70240596321e-10
