# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=100000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=422526 hits_in=422526
# columns: ix,iy,I,sigma
0,0,2.59021690757e-10,8.6340580833e-11
1,0,1.15114244771e-10,5.75571264217e-11
2,0,8.6303953218e-11,4.98276153575e-11
3,0,5.7542536405e-11,4.06887320151e-11
4,0,1.15044151514e-10,5.75220809789e-11
5,0,5.754498662e-11,4.06904537715e-11
6,0,1.15079949731e-10,5.75399865985e-11
7,0,0,0
8,0,8.632580745e-11,4.98402283059e-11
9,0,2.87877586829e-11,2.87877586829e-11
10,0,2.87853327664e-11,2.87853327664e-11
11,0,5.75772468233e-11,4.07132628461e-11
12,0,8.6359425602e-11,4.98596402497e-11
13,0,8.6280815201e-11,4.98142607417e-11
14,0,2.87635581994e-11,2.87635581994e-11
15,0,1.43841074496e-10,6.43277288872e-11
16,0,5.75501695051e-11,4.06941188872e-11
17,0,1.15143241543e-10,5.75716217248e-11
18,0,8.63107805373e-11,4.98315617402e-11
19,0,2.01406227066e-10,7.6124420706e-11
20,0,1.15109303493e-10,5.75546571308e-11
21,0,2.87973599486e-11,2.87973599486e-11
22,0,5.75081396146e-11,4.06644055842e-11
23,0,2.87923932378e-11,2.87923932378e-11
24,0,8.63106940224e-11,4.98315120935e-11
25,0,8.63681709618e-11,4.98646875922e-11
26,0,5.75287915244e-11,4.06789999873e-11
27,0,2.87807389234e-11,2.87807389234e-11
28,0,5.75510169239e-11,4.06947203376e-11
29,0,8.63455535024e-11,4.98516360227e-11
30,0,1.15099142292e-10,5.75495779896e-11
31,0,8.6296211178e-11,4.98231513643e-11
32,0,0,0
33,0,5.75816858959e-11,4.07164005967e-11
34,0,8.62692884711e-11,4.98076167732e-11
35,0,0,0
36,0,8.6271025414e-11,4.98086062671e-11
37,0,1.4379905866e-10,6.43089022666e-11
38,0,2.87491400711e-11,2.87491400711e-11
39,0,5.75322550224e-11,4.06814480877e-11
40,0,1.7273443325e-10,7.05185396791e-11
41,0,5.75551045955e-11,4.0697606099e-11
42,0,5.75042465926e-11,4.06616526244e-11
43,0,1.4385579306e-10,6.43342704981e-11
44,0,5.75209822498e-11,4.06734825413e-11
45,0,8.63275266105e-11,4.98412423418e-11
46,0,2.0133981496e-10,7.60993015326e-11
47,0,1.72594050879e-10,7.04612527634e-11
48,0,8.63561426942e-11,4.9857743149e-11
49,0,2.87801311348e-11,2.87801311348e-11
50,0,5.75279858739e-11,4.06784296734e-11
51,0,8.63336939554e-11,4.98447935236e-11
52,0,5.7536394148e-11,4.06843945142e-11
53,0,1.15097873042e-10,5.75489400035e-11
54,0,5.7490732258e-11,4.06520874156e-11
55,0,1.4385336519e-10,6.433318916e-11
56,0,1.43896095595e-10,6.43522977146e-11
57,0,2.87935859617e-11,2.87935859617e-11
58,0,1.15044034907e-10,5.75220301153e-11
59,0,0,0
60,0,2.87778246107e-11,2.87778246107e-11
61,0,1.438813328e-10,6.43457013909e-11
62,0,1.15105619255e-10,5.75528170027e-11
63,0,1.43829744674e-10,6.43226415041e-11
64,0,5.75656109442e-11,4.0705034134e-11
65,0,5.75146159393e-11,4.06689778286e-11
66,0,2.87920449994e-11,2.87920449994e-11
67,0,5.75493084718e-11,4.06935139733e-11
68,0,1.72634164698e-10,7.04776230321e-11
69,0,5.75825661768e-11,4.07170233343e-11
70,0,8.63446508624e-11,4.98511158631e-11
71,0,5.75503476613e-11,4.06942451086e-11
72,0,2.87943969072e-11,2.87943969072e-11
73,0,1.15090798604e-10,5.75453997736e-11
74,0,5.75404852351e-11,4.06872713501e-11
75,0,1.72620198067e-10,7.04719155792e-11
76,0,5.75578467823e-11,4.06995464364e-11
77,0,1.43856092791e-10,6.43344106177e-11
78,0,1.43832563396e-10,6.43238943505e-11
79,0,8.63395785867e-11,4.98481835254e-11
80,0,8.63103830082e-11,4.98313324692e-11
81,0,0,0
82,0,5.7514112545e-11,4.06686192433e-11
83,0,0,0
84,0,5.75399027653e-11,4.0686864312e-11
85,0,5.75054631634e-11,4.06625086272e-11
86,0,1.43812086898e-10,6.43147599998e-11
87,0,8.63138739549e-11,4.98333391855e-11
88,0,1.15058671071e-10,5.75293384066e-11
89,0,8.63518827314e-11,4.98552873416e-11
90,0,5.75749960299e-11,4.07116720108e-11
91,0,2.87717430943e-11,2.87717430943e-11
92,0,1.43940339325e-10,6.43720809173e-11
93,0,8.62608023557e-11,4.9802699499e-11
94,0,8.63844181673e-11,4.98740676821e-11
95,0,1.72697997207e-10,7.05036667825e-11
96,0,2.8781707556e-11,2.8781707556e-11
97,0,5.75324212584e-11,4.06815836887e-11
98,0,5.75235188821e-11,4.06752867285e-11
99,0,2.87917996617e-11,2.87917996617e-11
100,0,5.75697290573e-11,4.07079475814e-11
101,0,5.75683290012e-11,4.07069589583e-11
102,0,8.63197476999e-11,4.98367297506e-11
103,0,5.75771800875e-11,4.07132149147e-11
104,0,0,0
105,0,8.62796955896e-11,4.98136308574e-11
106,0,5.75636929842e-11,4.07036777565e-11
107,0,5.75645337561e-11,4.07042756584e-11
108,0,5.75623615546e-11,4.07027399623e-11
109,0,1.43941112785e-10,6.43724294656e-11
110,0,8.63045835363e-11,4.98279881854e-11
111,0,1.72666248675e-10,7.04907103908e-11
112,0,1.43857528926e-10,6.43350462487e-11
113,0,1.15112246401e-10,5.7556131551e-11
114,0,0,0
115,0,8.63463425337e-11,4.98520852666e-11
116,0,5.75299500207e-11,4.06798210353e-11
117,0,8.63637489064e-11,4.98621340592e-11
118,0,8.63391526579e-11,4.98479365828e-11
119,0,1.43887450714e-10,6.43484297993e-11
120,0,1.43821575952e-10,6.43189707767e-11
121,0,0,0
122,0,8.62776054429e-11,4.98124118883e-11
123,0,8.63052267571e-11,4.982834991e-11
124,0,8.62908718219e-11,4.98200622972e-11
125,0,0,0
126,0,8.63720395019e-11,4.98669224879e-11
127,0,5.75484285449e-11,4.06928896312e-11
128,0,2.87534485068e-11,2.87534485068e-11
129,0,2.87902543263e-11,2.87902543263e-11
130,0,2.87772181016e-11,2.87772181016e-11
131,0,1.15077459741e-10,5.75387582927e-11
132,0,2.87977898395e-11,2.87977898395e-11
133,0,1.15121282772e-10,5.75606441008e-11
134,0,5.75587912342e-11,4.07002128416e-11
135,0,5.75194165542e-11,4.06723746578e-11
136,0,1.15133718978e-10,5.75668648686e-11
137,0,0,0
138,0,1.15050560375e-10,5.75252836028e-11
139,0,0,0
140,0,1.15119607867e-10,5.75598174933e-11
141,0,8.62604014748e-11,4.98024769579e-11
142,0,2.87592588846e-11,2.87592588846e-11
143,0,8.63480264816e-11,4.98530654012e-11
144,0,2.87994719139e-11,2.87994719139e-11
145,0,2.87922565777e-11,2.87922565777e-11
146,0,5.75454806888e-11,4.0690802705e-11
147,0,8.63132842588e-11,4.98330049272e-11
148,0,8.63394117871e-11,4.98480925583e-11
149,0,5.7564372916e-11,4.07041613466e-11
150,0,5.75392788905e-11,4.06864145267e-11
151,0,8.63221457758e-11,4.98381238315e-11
152,0,1.15125304806e-10,5.7562657252e-11
153,0,1.43853374509e-10,6.43331907722e-11
154,0,8.63356136466e-11,4.98458955668e-11
155,0,8.63425894252e-11,4.9849928853e-11
156,0,5.75396183478e-11,4.0686663667e-11
157,0,1.43831581925e-10,6.43234494149e-11
158,0,8.62878266071e-11,4.98183077041e-11
159,0,8.63219393609e-11,4.98380033771e-11
160,0,1.43853132429e-10,6.43330902834e-11
161,0,5.75880200586e-11,4.07208799619e-11
162,0,2.87940399516e-11,2.87940399516e-11
163,0,2.87646755641e-11,2.87646755641e-11
164,0,1.72612668515e-10,7.04688420186e-11
165,0,5.75899494243e-11,4.0722244048e-11
166,0,2.59016286959e-10,8.63387775551e-11
167,0,5.75334071667e-11,4.06822680237e-11
168,0,1.43906794182e-10,6.4357079886e-11
169,0,5.75000266922e-11,4.06586632654e-11
170,0,5.75611462245e-11,4.07018824624e-11
171,0,8.62824728283e-11,4.98152107071e-11
172,0,1.725669299e-10,7.04501606676e-11
173,0,1.15108849113e-10,5.75544274086e-11
174,0,8.6257801821e-11,4.98010301447e-11
175,0,1.438883602e-10,6.4348837275e-11
176,0,5.75214520861e-11,4.06738145962e-11
177,0,8.63211162163e-11,4.98375250877e-11
178,0,1.1508030925e-10,5.75401671001e-11
179,0,2.01452819654e-10,7.61420111791e-11
0,1,1.43850173373e-10,6.43317611408e-11
1,1,5.75259730035e-11,4.06770185111e-11
2,1,1.72569492705e-10,7.04512335789e-11
3,1,8.63559104089e-11,4.98576116266e-11
4,1,1.43885841697e-10,6.43477120057e-11
5,1,2.87862653051e-11,2.87862653051e-11
6,1,8.63532173596e-11,4.98560552091e-11
7,1,1.72668308891e-10,7.04915544012e-11
8,1,1.14973330528e-10,5.74866812085e-11
9,1,8.63290336851e-11,4.98420963177e-11
10,1,2.87567380892e-11,2.87567380892e-11
11,1,8.63426445914e-11,4.98499529439e-11
12,1,2.30264039295e-10,8.14106370792e-11
13,1,0,0
14,1,5.7502323722e-11,4.06602862585e-11
15,1,8.63006621653e-11,4.98257201007e-11
16,1,2.87724187097e-11,2.87724187097e-11
17,1,8.631549543e-11,4.9834276418e-11
18,1,2.87499930185e-11,2.87499930185e-11
19,1,1.15106969486e-10,5.75534859308e-11
20,1,1.15095227464e-10,5.75476177229e-11
21,1,5.75580417183e-11,4.06996861937e-11
22,1,5.75796788322e-11,4.07149829246e-11
23,1,8.63388821515e-11,4.98477886444e-11
24,1,1.72709746196e-10,7.05084621831e-11
25,1,8.62974967178e-11,4.98238932902e-11
26,1,8.63589403758e-11,4.98593593745e-11
27,1,5.75735292268e-11,4.07106371249e-11
28,1,1.43893052126e-10,6.43509331923e-11
29,1,5.75677974746e-11,4.0706583209e-11
30,1,8.63124134262e-11,4.98324976634e-11
31,1,1.15118174174e-10,5.75590884447e-11
32,1,1.4387100213e-10,6.43410752312e-11
33,1,5.75599305842e-11,4.07010204624e-11
34,1,5.75213736824e-11,4.06737555643e-11
35,1,1.15139363604e-10,5.75696838236e-11
36,1,2.87632380241e-11,2.87632380241e-11
37,1,2.30220175871e-10,8.13951343299e-11
38,1,2.87719802886e-11,2.87719802886e-11
39,1,5.75474241289e-11,4.06921769444e-11
40,1,2.30186086236e-10,8.13830905893e-11
41,1,1.15114303154e-10,5.75571563021e-11
42,1,5.7520057277e-11,4.06728409475e-11
43,1,5.75476177626e-11,4.06923108752e-11
44,1,1.15110359148e-10,5.75551877e-11
45,1,2.87735042107e-11,2.87735042107e-11
46,1,2.87916553871e-11,2.87916553871e-11
47,1,1.1510211404e-10,5.7551060949e-11
48,1,2.87665850944e-11,2.87665850944e-11
49,1,1.72618058964e-10,7.0471053021e-11
50,1,1.15023253692e-10,5.75116484122e-11
51,1,8.62948495519e-11,4.98223776783e-11
52,1,5.7499914065e-11,4.06586049119e-11
53,1,1.72562859229e-10,7.04485091009e-11
54,1,1.15113541237e-10,5.75567802431e-11
55,1,5.75570360513e-11,4.06989751042e-11
56,1,5.75698632384e-11,4.07080424068e-11
57,1,8.62778132901e-11,4.98125330932e-11
58,1,1.43913573582e-10,6.43601169959e-11
59,1,2.87963872176e-11,2.87963872176e-11
60,1,5.74980431578e-11,4.06572648985e-11
61,1,1.1511890731e-10,5.75594597186e-11
