# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=10000000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=352815538 hits_in=352815538
# columns: ix,iy,I,sigma
0,0,7.77190918431e-10,1.49542804204e-11
1,0,7.87830859383e-10,1.50562342918e-11
2,0,8.16302027572e-10,1.53257345565e-11
3,0,8.02210227723e-10,1.51929429252e-11
4,0,7.87251166857e-10,1.50506535952e-11
5,0,7.93582154999e-10,1.51110574394e-11
6,0,7.8408643873e-10,1.50203752319e-11
7,0,7.96745430394e-10,1.51411268421e-11
8,0,8.03647848776e-10,1.52065402402e-11
9,0,7.84947806667e-10,1.50286057817e-11
10,0,7.67111290738e-10,1.48569067533e-11
11,0,8.0333386039e-10,1.52033208741e-11
12,0,7.61054456563e-10,1.47979988708e-11
13,0,7.90684915492e-10,1.50832589897e-11
14,0,7.71992471851e-10,1.49039993773e-11
15,0,7.78321144481e-10,1.49649506829e-11
16,0,7.76609062446e-10,1.49486200926e-11
17,0,7.84654097099e-10,1.50257365592e-11
18,0,7.80622477467e-10,1.49870533288e-11
19,0,7.75152370686e-10,1.49344207644e-11
20,0,7.73421125969e-10,1.49176871284e-11
21,0,7.93004710018e-10,1.51055399233e-11
22,0,7.86962609403e-10,1.50478871999e-11
23,0,7.57318220579e-10,1.47616723093e-11
24,0,7.77170685611e-10,1.4953891077e-11
25,0,7.86059258334e-10,1.50388644518e-11
26,0,7.48684416953e-10,1.46772686408e-11
27,0,7.46384176002e-10,1.4654720313e-11
28,0,7.41792073293e-10,1.46096840435e-11
29,0,7.40623087336e-10,1.45979903521e-11
30,0,7.62512321935e-10,1.48123519362e-11
31,0,7.60198789081e-10,1.47897508756e-11
32,0,7.2507357006e-10,1.44438145364e-11
33,0,7.50713617599e-10,1.46972929259e-11
34,0,7.38332222853e-10,1.4575504389e-11
35,0,7.56466391298e-10,1.47534788735e-11
36,0,7.56466747151e-10,1.4753485722e-11
37,0,7.61064065671e-10,1.47981856275e-11
38,0,7.36312085888e-10,1.45554917581e-11
39,0,7.29121750962e-10,1.44842775446e-11
40,0,7.22802796632e-10,1.44214888679e-11
41,0,7.28834435153e-10,1.4481427956e-11
42,0,7.28261523891e-10,1.4475760521e-11
43,0,7.40624471838e-10,1.45980176288e-11
44,0,7.52713811776e-10,1.471672288e-11
45,0,7.29409428039e-10,1.44871344156e-11
46,0,7.02342716517e-10,1.42156032813e-11
47,0,7.55296533637e-10,1.4741882124e-11
48,0,7.25670571049e-10,1.44499738596e-11
49,0,7.1474773511e-10,1.43409224337e-11
50,0,7.04375256522e-10,1.42363442468e-11
51,0,7.21931323882e-10,1.44127100298e-11
52,0,7.16748761928e-10,1.43608512521e-11
53,0,7.16167129783e-10,1.43549615747e-11
54,0,7.06679966373e-10,1.42596442485e-11
55,0,7.06105860477e-10,1.42538645793e-11
56,0,7.31409760525e-10,1.45068484245e-11
57,0,7.08973118853e-10,1.42826737825e-11
58,0,6.99195120779e-10,1.41838896933e-11
59,0,6.91727061951e-10,1.41080708e-11
60,0,7.09249808591e-10,1.42853493587e-11
61,0,7.13312998221e-10,1.43265614483e-11
62,0,7.00060133947e-10,1.41926792299e-11
63,0,7.07248446052e-10,1.42653081295e-11
64,0,7.00628200258e-10,1.41983614094e-11
65,0,6.79638398558e-10,1.39842137757e-11
66,0,6.84524875609e-10,1.40343436509e-11
67,0,6.91426757519e-10,1.4104880002e-11
68,0,7.13866130408e-10,1.43318908864e-11
69,0,7.03507490191e-10,1.4227526115e-11
70,0,7.08121968049e-10,1.42742188986e-11
71,0,6.9372326477e-10,1.41282297912e-11
72,0,6.97753887116e-10,1.41692378396e-11
73,0,6.9343084513e-10,1.4125204257e-11
74,0,6.71857485812e-10,1.39038097774e-11
75,0,7.0551931314e-10,1.42478315116e-11
76,0,6.71008764813e-10,1.38951749542e-11
77,0,6.6955233857e-10,1.38799030624e-11
78,0,6.77609405943e-10,1.39631712903e-11
79,0,7.03222275032e-10,1.42246672472e-11
80,0,6.72151587749e-10,1.39069184346e-11
81,0,6.81343977649e-10,1.40015356692e-11
82,0,7.07265256988e-10,1.42656470762e-11
83,0,6.75888321107e-10,1.39454819153e-11
84,0,6.76182748975e-10,1.39485881617e-11
85,0,6.81652182421e-10,1.40049122958e-11
86,0,6.76743118922e-10,1.39542110621e-11
87,0,6.58621641929e-10,1.37661721255e-11
88,0,6.62942690931e-10,1.38113092171e-11
89,0,6.78194540229e-10,1.39692985831e-11
90,0,6.87111061436e-10,1.40607949036e-11
91,0,6.9632425406e-10,1.41548063159e-11
92,0,7.17315898831e-10,1.43664483387e-11
93,0,6.94587120307e-10,1.41370302022e-11
94,0,6.73884244381e-10,1.39248958204e-11
95,0,6.88550720365e-10,1.40755277046e-11
96,0,6.859490845e-10,1.40487879288e-11
97,0,6.71846687135e-10,1.3903586141e-11
98,0,6.79612923534e-10,1.39836898406e-11
99,0,6.56889454957e-10,1.37479972411e-11
100,0,6.80206056285e-10,1.39899723321e-11
101,0,6.79620502904e-10,1.39838456834e-11
102,0,6.82786603762e-10,1.40163917107e-11
103,0,6.83090841131e-10,1.40196833026e-11
104,0,6.7560805901e-10,1.39426675126e-11
105,0,6.77902799263e-10,1.39662520932e-11
106,0,7.13864941135e-10,1.43318669074e-11
107,0,6.57181363215e-10,1.37510950333e-11
108,0,6.80779235751e-10,1.3995841819e-11
109,0,6.85368348629e-10,1.4042785681e-11
110,0,6.99771521461e-10,1.41897444108e-11
111,0,7.03207976448e-10,1.42243782038e-11
112,0,7.02055850778e-10,1.42127084935e-11
113,0,6.83363568919e-10,1.40223275901e-11
114,0,7.16170628286e-10,1.43550317529e-11
115,0,7.03239413902e-10,1.42250138496e-11
116,0,7.1214008026e-10,1.43145573556e-11
117,0,7.10706358876e-10,1.43001903409e-11
118,0,7.10422791921e-10,1.42973793003e-11
119,0,6.9314365538e-10,1.41222843609e-11
120,0,7.02941142798e-10,1.42218902528e-11
121,0,6.97756227269e-10,1.41692852109e-11
122,0,7.27384039235e-10,1.44668949826e-11
123,0,7.0724639087e-10,1.42652667665e-11
