# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=1000000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=40130625 hits_in=40130625
# columns: ix,iy,I,sigma
0,0,8.97795229612e-10,5.08276568401e-11
1,0,7.94216679571e-10,4.78062357194e-11
2,0,1.05021617602e-09,5.49708390573e-11
3,0,9.09227031051e-10,5.11480280097e-11
4,0,9.38001090732e-10,5.19510861422e-11
5,0,9.29365414581e-10,5.17112857676e-11
6,0,8.3736133137e-10,4.90870002082e-11
7,0,8.66058243599e-10,4.99187786733e-11
8,0,9.43774951865e-10,5.21112661634e-11
9,0,9.35088980829e-10,5.18694180386e-11
10,0,8.86266325136e-10,5.0499720299e-11
11,0,9.12100649494e-10,5.12286872256e-11
12,0,8.57452004982e-10,4.967087164e-11
13,0,8.89110152232e-10,5.05797202432e-11
14,0,8.22926818412e-10,4.86606942614e-11
15,0,8.80451985059e-10,5.03321012029e-11
16,0,8.0567616684e-10,4.81483697849e-11
17,0,9.26502239168e-10,5.16319612886e-11
18,0,9.26489776928e-10,5.1631267525e-11
19,0,8.66110184372e-10,4.99217714827e-11
20,0,8.89014558904e-10,5.0574284539e-11
21,0,9.20762186838e-10,5.14721809764e-11
22,0,9.0063595489e-10,5.09069645237e-11
23,0,8.48857310047e-10,4.94223943071e-11
24,0,8.74726999843e-10,5.016904562e-11
25,0,9.03471243083e-10,5.09858432392e-11
26,0,8.80510106993e-10,5.03354231039e-11
27,0,7.85510240693e-10,4.75412538667e-11
28,0,9.17911164491e-10,5.13931690714e-11
29,0,8.37314796889e-10,4.90842721228e-11
30,0,8.14278611163e-10,4.84038508375e-11
31,0,9.92711168696e-10,5.34457829793e-11
32,0,8.83316840547e-10,5.04135664377e-11
33,0,8.83340019202e-10,5.04148891252e-11
34,0,8.83376929259e-10,5.0416995918e-11
35,0,7.36593581989e-10,4.60371094044e-11
36,0,9.12159455551e-10,5.12319888614e-11
37,0,8.91937286209e-10,5.06586457732e-11
38,0,8.34406698567e-10,4.89980587647e-11
39,0,7.65378663542e-10,4.69283873799e-11
40,0,8.45915921279e-10,4.93348309199e-11
41,0,8.17139161877e-10,4.8488302086e-11
42,0,7.96966480274e-10,4.78850880891e-11
43,0,9.37994320061e-10,5.19507121307e-11
44,0,8.54551732113e-10,4.95861334888e-11
45,0,8.40156516583e-10,4.91664529304e-11
46,0,7.62407532484e-10,4.68343340313e-11
47,0,9.09265590451e-10,5.11501967032e-11
48,0,8.91975259807e-10,5.06608013453e-11
49,0,7.9123205517e-10,4.7713097527e-11
50,0,8.14235575067e-10,4.8401292084e-11
51,0,7.50992379002e-10,4.64852729429e-11
52,0,8.17164508851e-10,4.84898038634e-11
53,0,7.50985705982e-10,4.64848577928e-11
54,0,8.43037840639e-10,4.92508090069e-11
55,0,8.48809337738e-10,4.94195992001e-11
56,0,8.43029123694e-10,4.92502976177e-11
57,0,7.45265555565e-10,4.63085594372e-11
58,0,8.17127619854e-10,4.84876145942e-11
59,0,8.25793252763e-10,4.87450453066e-11
60,0,7.91233404081e-10,4.77131810216e-11
61,0,8.31541777051e-10,4.89142354525e-11
62,0,7.68274909912e-10,4.70176709568e-11
63,0,8.60360971856e-10,4.97559707338e-11
64,0,7.68252220945e-10,4.70162824795e-11
65,0,7.62500673301e-10,4.68400537434e-11
66,0,7.88415317135e-10,4.76299206155e-11
67,0,7.56697057458e-10,4.66599494307e-11
68,0,8.40157708947e-10,4.9166522746e-11
69,0,7.82612307214e-10,4.74528545648e-11
70,0,7.99926469842e-10,4.79764118191e-11
71,0,7.30862895566e-10,4.58584263347e-11
72,0,7.50951688806e-10,4.64827526975e-11
73,0,7.25075921945e-10,4.56755022153e-11
74,0,8.05660475276e-10,4.8147433604e-11
75,0,8.20045598208e-10,4.85753202654e-11
76,0,7.45239865804e-10,4.6306962433e-11
77,0,7.10729118456e-10,4.52226204513e-11
78,0,7.19345117692e-10,4.54953900399e-11
79,0,8.43089892871e-10,4.92538475997e-11
80,0,7.88344902e-10,4.76256677714e-11
81,0,8.48827406151e-10,4.94206536358e-11
82,0,7.19297703555e-10,4.54923919853e-11
83,0,8.02756852633e-10,4.80598053256e-11
84,0,7.53846593692e-10,4.65728092842e-11
85,0,7.59601014698e-10,4.67502211593e-11
86,0,7.71095326207e-10,4.71021537676e-11
87,0,7.65375988321e-10,4.69282237802e-11
88,0,8.20029999661e-10,4.8574395705e-11
89,0,8.14329899411e-10,4.84068979174e-11
90,0,8.22903465248e-10,4.86593125675e-11
91,0,7.85522891489e-10,4.75420187389e-11
92,0,7.942321795e-10,4.78071672118e-11
93,0,7.53901968522e-10,4.6576228282e-11
94,0,7.65360373216e-10,4.69272663568e-11
95,0,7.71121956303e-10,4.71037812517e-11
96,0,7.65350973123e-10,4.6926690284e-11
97,0,7.36587725815e-10,4.603674333e-11
98,0,7.53806640412e-10,4.65703407669e-11
99,0,7.4233777408e-10,4.62159418286e-11
100,0,7.56750525264e-10,4.6663247497e-11
101,0,7.62450215926e-10,4.68369551351e-11
102,0,8.34425951248e-10,4.89991908545e-11
103,0,7.94136289016e-10,4.78013989703e-11
104,0,8.14311463672e-10,4.84058031053e-11
105,0,8.25780552094e-10,4.87442971057e-11
106,0,7.71139442883e-10,4.71048482356e-11
107,0,7.13594887053e-10,4.53133317143e-11
108,0,8.05678150736e-10,4.8148488946e-11
109,0,8.28672998597e-10,4.88300356216e-11
110,0,8.45892963e-10,4.93334926628e-11
111,0,7.94108454838e-10,4.77997237777e-11
112,0,8.77538718877e-10,5.02477326886e-11
113,0,8.68965075176e-10,5.00033318938e-11
114,0,8.80437417514e-10,5.03312697683e-11
115,0,7.94125797131e-10,4.78007676164e-11
116,0,7.62502118014e-10,4.68401431377e-11
117,0,8.51708751211e-10,4.95045763766e-11
118,0,8.02739091645e-10,4.80587438841e-11
119,0,7.91243989549e-10,4.77138192309e-11
120,0,7.13553675893e-10,4.5310714165e-11
121,0,7.71115969565e-10,4.71034149991e-11
122,0,8.40229176601e-10,4.91707035318e-11
123,0,8.51641238282e-10,4.95006530024e-11
124,0,8.48794549661e-10,4.94187398336e-11
125,0,8.02726835055e-10,4.80580087882e-11
126,0,7.0488208544e-10,4.50332779047e-11
127,0,8.20037387259e-10,4.85748325616e-11
128,0,8.63195370184e-10,4.98366195085e-11
129,0,7.94132356097e-10,4.78011626705e-11
130,0,7.74010122317e-10,4.71922385853e-11
131,0,8.28694172509e-10,4.88312836166e-11
132,0,7.65402570458e-10,4.69298513878e-11
133,0,8.22944503234e-10,4.86617395684e-11
134,0,7.76857503904e-10,4.72780524031e-11
135,0,8.63220309082e-10,4.98380587969e-11
136,0,8.28730233379e-10,4.88334074509e-11
137,0,8.77585631851e-10,5.02504180212e-11
138,0,9.14954268098e-10,5.1308098957e-11
139,0,8.66075337393e-10,4.99197640757e-11
140,0,8.6030257014e-10,4.97525939092e-11
141,0,7.45275230497e-10,4.6309158213e-11
