# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=1000000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=69658 hits_in=69658
# columns: ix,iy,I,sigma
0,0,0,0
1,0,0,0
2,0,1.15074642756e-11,5.75373310233e-12
3,0,0,0
4,0,0,0
5,0,2.87630861178e-12,2.87630861178e-12
6,0,0,0
7,0,0,0
8,0,2.87968477281e-12,2.87968477281e-12
9,0,0,0
10,0,2.87234960547e-12,2.87234960547e-12
11,0,0,0
12,0,2.87316670839e-12,2.87316670839e-12
13,0,0,0
14,0,2.87947609153e-12,2.87947609153e-12
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,5.75470277391e-12,4.06918936029e-12
20,0,0,0
21,0,2.8775530593e-12,2.8775530593e-12
22,0,2.87860650181e-12,2.87860650181e-12
23,0,0,0
24,0,2.87588973029e-12,2.87588973029e-12
25,0,2.87872207356e-12,2.87872207356e-12
26,0,2.87650831977e-12,2.87650831977e-12
27,0,2.87946992425e-12,2.87946992425e-12
28,0,2.87697759692e-12,2.87697759692e-12
29,0,0,0
30,0,2.87938130522e-12,2.87938130522e-12
31,0,2.87927749529e-12,2.87927749529e-12
32,0,0,0
33,0,0,0
34,0,5.75552336665e-12,4.06976960821e-12
35,0,0,0
36,0,2.87652462535e-12,2.87652462535e-12
37,0,0,0
38,0,2.87284204317e-12,2.87284204317e-12
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,2.87717488036e-12,2.87717488036e-12
45,0,0,0
46,0,0,0
47,0,2.87690148892e-12,2.87690148892e-12
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,5.75489323934e-12,4.06932440557e-12
54,0,2.87712889707e-12,2.87712889707e-12
55,0,0,0
56,0,2.87542922901e-12,2.87542922901e-12
57,0,0,0
58,0,0,0
59,0,2.87400141405e-12,2.87400141405e-12
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,5.75516082106e-12,4.06951326807e-12
65,0,0,0
66,0,5.75721450255e-12,4.07096558682e-12
67,0,0,0
68,0,0,0
69,0,2.87856280161e-12,2.87856280161e-12
70,0,5.75377850735e-12,4.06853614374e-12
71,0,8.63349535942e-12,4.984551402e-12
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,2.87972756752e-12,2.87972756752e-12
81,0,0,0
82,0,0,0
83,0,2.87703702451e-12,2.87703702451e-12
84,0,5.75696319815e-12,4.07078776976e-12
85,0,0,0
86,0,2.87640477388e-12,2.87640477388e-12
87,0,0,0
88,0,5.74995045403e-12,4.06582970526e-12
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,2.87907850432e-12,2.87907850432e-12
96,0,0,0
97,0,0,0
98,0,2.87724250478e-12,2.87724250478e-12
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,8.63405145937e-12,4.98487214598e-12
109,0,2.87831244099e-12,2.87831244099e-12
110,0,0,0
111,0,0,0
112,0,2.87715091723e-12,2.87715091723e-12
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0,2.87634025917e-12,2.87634025917e-12
119,0,0,0
120,0,0,0
121,0,2.87964475028e-12,2.87964475028e-12
122,0,0,0
123,0,2.87931494253e-12,2.87931494253e-12
124,0,0,0
125,0,0,0
126,0,2.87700054617e-12,2.87700054617e-12
127,0,0,0
128,0,5.75221367315e-12,4.06742929519e-12
129,0,0,0
