# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=10000000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=699271 hits_in=699271
# columns: ix,iy,I,sigma
0,0,1.15113662303e-12,5.75568376161e-13
1,0,1.4387717719e-12,6.43438372115e-13
2,0,2.01292104808e-12,7.60812895948e-13
3,0,2.8786214203e-13,2.8786214203e-13
4,0,1.15046515588e-12,5.75232627804e-13
5,0,8.62976984552e-13,4.98239998744e-13
6,0,5.74885025168e-13,4.06505356938e-13
7,0,2.30131254041e-12,8.13637060695e-13
8,0,1.72643907396e-12,7.04815914414e-13
9,0,2.87864912216e-13,2.87864912216e-13
10,0,8.62763588777e-13,4.98116977769e-13
11,0,1.15106143106e-12,5.75530766803e-13
12,0,1.43791395755e-12,6.4305482594e-13
13,0,2.87934494644e-13,2.87934494644e-13
14,0,1.15104115104e-12,5.75520884592e-13
15,0,1.43856567909e-12,6.43346272723e-13
16,0,1.7252469431e-12,7.04329396189e-13
17,0,8.62613701147e-13,4.98030568918e-13
18,0,1.43909931866e-12,6.43584823312e-13
19,0,1.15117238116e-12,5.75586206795e-13
20,0,1.1507656646e-12,5.75382915219e-13
21,0,1.15095985848e-12,5.75480028165e-13
22,0,1.15044929431e-12,5.75224886923e-13
23,0,1.15056382418e-12,5.75282219795e-13
24,0,8.63329568085e-13,4.98443624336e-13
25,0,1.4396652179e-12,6.43837864755e-13
26,0,1.43901039808e-12,6.43545062976e-13
27,0,5.758341835e-13,4.07176258188e-13
28,0,2.30148104578e-12,8.13696578174e-13
29,0,1.43831956722e-12,6.43236265214e-13
30,0,8.63534590521e-13,4.98562016562e-13
31,0,5.75815370494e-13,4.07162954177e-13
32,0,1.15101141771e-12,5.75505731798e-13
33,0,1.43910773503e-12,6.43588618938e-13
34,0,3.16503573083e-12,9.54294345762e-13
35,0,1.15047720891e-12,5.75238670001e-13
36,0,1.15101125384e-12,5.75505694091e-13
37,0,1.4390135516e-12,6.43546531896e-13
38,0,1.15081520746e-12,5.75407810945e-13
39,0,2.58965138543e-12,8.63217276341e-13
40,0,5.75200874208e-13,4.06728620668e-13
41,0,1.15012603166e-12,5.75063336243e-13
42,0,8.63492586433e-13,4.98537799507e-13
43,0,8.63350921632e-13,4.98455927007e-13
44,0,3.16515213547e-12,9.54329374696e-13
45,0,8.63426432933e-13,4.98499510301e-13
46,0,8.62903293793e-13,4.98197937539e-13
47,0,1.43822949752e-12,6.43196137498e-13
48,0,8.63730894165e-13,4.98675284585e-13
49,0,8.63325035427e-13,4.98441089333e-13
50,0,8.6378914084e-13,4.9870890347e-13
51,0,1.43857384586e-12,6.43349854213e-13
52,0,8.63506197489e-13,4.98545556882e-13
53,0,1.15117342419e-12,5.75586770985e-13
54,0,1.15133242805e-12,5.75666261665e-13
55,0,1.72621334473e-12,7.04723788217e-13
56,0,2.58954706078e-12,8.63182466306e-13
57,0,1.43907515269e-12,6.43574045428e-13
58,0,8.63090717958e-13,4.98305746478e-13
59,0,1.72609870742e-12,7.04677026533e-13
60,0,1.15060244278e-12,5.75301272496e-13
61,0,1.15141710114e-12,5.75708592197e-13
62,0,1.1503014576e-12,5.75150778393e-13
63,0,5.75678909056e-13,4.07066487799e-13
64,0,1.72566559369e-12,7.0450016672e-13
65,0,8.63374128263e-13,4.98469348704e-13
66,0,1.43940744841e-12,6.43722602197e-13
67,0,2.87259957458e-13,2.87259957458e-13
68,0,8.63186136165e-13,4.98360776831e-13
69,0,1.43861920969e-12,6.43370239149e-13
70,0,1.72636148986e-12,7.04784286245e-13
71,0,2.30210655763e-12,8.13917625367e-13
72,0,1.43849728386e-12,6.43315659835e-13
73,0,5.75545744115e-13,4.0697242355e-13
74,0,5.75702303253e-13,4.07083002618e-13
75,0,1.15121645831e-12,5.75608308967e-13
76,0,2.30198032606e-12,8.13872986551e-13
77,0,1.15052621437e-12,5.75263460331e-13
78,0,1.43848575404e-12,6.43310523271e-13
79,0,1.43800689514e-12,6.43096440721e-13
80,0,1.72611246373e-12,7.04682567678e-13
81,0,1.15054196643e-12,5.75271001942e-13
82,0,1.4379012432e-12,6.43049065386e-13
83,0,8.63129944309e-13,4.98328412931e-13
84,0,2.01378673125e-12,7.61140001226e-13
85,0,5.75427796197e-13,4.06888983024e-13
86,0,2.30173262923e-12,8.13785485973e-13
87,0,1.72594205163e-12,7.0461299837e-13
88,0,2.01406334656e-12,7.61244585221e-13
89,0,1.72581486683e-12,7.0456111881e-13
90,0,2.01477746215e-12,7.61514380947e-13
91,0,1.43820757406e-12,6.43186122025e-13
92,0,8.63332126585e-13,4.98445073817e-13
93,0,2.30262949376e-12,8.14102515379e-13
94,0,8.63108195425e-13,4.98315893101e-13
95,0,5.75631855097e-13,4.07033208965e-13
96,0,1.72692234696e-12,7.05013130575e-13
97,0,5.75304680118e-13,4.0680196789e-13
98,0,2.30104304294e-12,8.13541878668e-13
99,0,1.43870417446e-12,6.43408212535e-13
100,0,5.75499164706e-13,4.06939364178e-13
101,0,1.7265303349e-12,7.04853164983e-13
102,0,8.62848438773e-13,4.98165806962e-13
103,0,1.1509824258e-12,5.75491342461e-13
104,0,1.43772204845e-12,6.42969169888e-13
105,0,1.43915443754e-12,6.43609472391e-13
106,0,2.01392687648e-12,7.61192888421e-13
107,0,8.63167453494e-13,4.98350057596e-13
108,0,1.43899723723e-12,6.43539145419e-13
109,0,8.6320729015e-13,4.98373058227e-13
110,0,5.75669097183e-13,4.07059576699e-13
111,0,2.01412488759e-12,7.61267806036e-13
112,0,2.0136588142e-12,7.6109161556e-13
113,0,8.6295774919e-13,4.98228934923e-13
114,0,5.75372230109e-13,4.06849605634e-13
115,0,1.72635451906e-12,7.0478152286e-13
116,0,8.62815822045e-13,4.98147071017e-13
117,0,2.01413438491e-12,7.61271378265e-13
118,0,2.87634025917e-13,2.87634025917e-13
119,0,1.1509514571e-12,5.75475792282e-13
120,0,2.8797463524e-13,2.8797463524e-13
121,0,2.01366010486e-12,7.61092202946e-13
122,0,8.62845199682e-13,4.98164133296e-13
123,0,1.15105331562e-12,5.75526700712e-13
124,0,5.75120266962e-13,4.06671534769e-13
125,0,0,0
126,0,1.15136217834e-12,5.75681151851e-13
127,0,1.15076693533e-12,5.75383544684e-13
128,0,2.01361080805e-12,7.61073443407e-13
129,0,2.87890975247e-13,2.87890975247e-13
130,0,2.0141962533e-12,7.61294921336e-13
131,0,8.63393691663e-13,4.98480633263e-13
132,0,1.15028377123e-12,5.75142084343e-13
133,0,1.1508220054e-12,5.75411060544e-13
134,0,2.0139584525e-12,7.61204935797e-13
135,0,2.58935192327e-12,8.63117480924e-13
136,0,1.15050815175e-12,5.75254241812e-13
137,0,1.43829918848e-12,6.43227276913e-13
138,0,2.87693648326e-12,9.09767328969e-13
139,0,1.72628869442e-12,7.04754632174e-13
140,0,8.63307853701e-13,4.98431107764e-13
141,0,8.63137447828e-13,4.98332832686e-13
142,0,5.75565525021e-13,4.06986299692e-13
143,0,1.72713574194e-12,7.05100245745e-13
144,0,1.43883344264e-12,6.43465926007e-13
145,0,8.63725157598e-13,4.98671973254e-13
146,0,1.43881369644e-12,6.43457105775e-13
147,0,1.15048734252e-12,5.75243760291e-13
148,0,1.43825086862e-12,6.43205605251e-13
149,0,1.43873563813e-12,6.43422290942e-13
150,0,8.6309799869e-13,4.98309907281e-13
151,0,1.72651294878e-12,7.04846035471e-13
152,0,2.58920525875e-12,8.63068579539e-13
153,0,1.15116491327e-12,5.75582626122e-13
154,0,1.15023375134e-12,5.75116998367e-13
155,0,2.87911292757e-13,2.87911292757e-13
156,0,1.43863517038e-12,6.43377356719e-13
157,0,1.72638854499e-12,7.04795353626e-13
158,0,8.63233028453e-13,4.98387840235e-13
159,0,2.01457226887e-12,7.61436840325e-13
160,0,2.87751181575e-12,9.09949326362e-13
161,0,2.30168651956e-12,8.13769165427e-13
162,0,1.72651444424e-12,7.04846689447e-13
163,0,2.59019026047e-12,8.6339687271e-13
164,0,1.15053806415e-12,5.75269081247e-13
165,0,3.45223995828e-12,9.96575976796e-13
166,0,1.43892433944e-12,6.43506728376e-13
167,0,1.43931437353e-12,6.43680985533e-13
168,0,1.72570764421e-12,7.04517254503e-13
169,0,1.72683265533e-12,7.04976575069e-13
170,0,2.30191462047e-12,8.13849856373e-13
171,0,2.01439517138e-12,7.61369991753e-13
172,0,1.151344594e-12,5.75672431441e-13
173,0,5.75255406264e-13,4.0676699876e-13
174,0,2.87558691498e-13,2.87558691498e-13
175,0,2.01414435903e-12,7.61275223108e-13
176,0,2.01416571074e-12,7.61283165494e-13
177,0,1.43848964909e-12,6.43312305406e-13
178,0,1.43906164189e-12,6.43567996919e-13
179,0,1.15074509841e-12,5.75372582201e-13
0,1,8.63174183369e-13,4.98353970724e-13
1,1,3.45363012829e-12,9.96977320813e-13
2,1,2.01511343551e-12,7.61641347236e-13
3,1,2.01424133062e-12,7.6131181887e-13
4,1,2.01418231864e-12,7.61289420941e-13
5,1,2.87589386953e-13,2.87589386953e-13
6,1,1.15090987229e-12,5.75455326457e-13
7,1,2.01350411452e-12,7.61033112066e-13
8,1,2.01505614148e-12,7.61619721947e-13
9,1,5.75016828317e-13,4.0659830928e-13
10,1,1.43928851076e-12,6.4366944893e-13
11,1,2.87724240341e-12,9.09864008222e-13
12,1,2.30186535475e-12,8.13832494767e-13
13,1,1.15093036443e-12,5.75465237109e-13
14,1,1.43919221023e-12,6.43626380286e-13
15,1,8.6329946436e-13,4.98426250402e-13
16,1,1.43832432756e-12,6.43238294142e-13
17,1,2.30175644124e-12,8.13794044572e-13
18,1,1.15125034621e-12,5.75625208647e-13
19,1,1.43854732043e-12,6.43337984794e-13
20,1,1.43885304503e-12,6.43474801491e-13
21,1,2.01352138371e-12,7.61039787698e-13
22,1,1.15140939767e-12,5.75704734524e-13
23,1,1.72636656077e-12,7.04786244111e-13
24,1,1.15054551686e-12,5.75272866324e-13
25,1,2.01472284149e-12,7.61493780273e-13
26,1,2.8794435942e-13,2.8794435942e-13
27,1,2.30217013088e-12,8.13940171436e-13
28,1,1.43854324196e-12,6.43336255827e-13
29,1,2.01501893951e-12,7.61605599906e-13
30,1,1.72646759031e-12,7.04827667932e-13
31,1,1.43885665347e-12,6.43476326391e-13
32,1,2.01358210822e-12,7.61062596665e-13
33,1,1.43863724438e-12,6.43378220013e-13
34,1,1.15040743439e-12,5.75204162258e-13
35,1,8.63519354137e-13,4.9855314284e-13
36,1,2.01394478103e-12,7.61199647917e-13
37,1,1.43863386866e-12,6.43376740028e-13
38,1,8.63385744688e-13,4.98476005405e-13
39,1,2.87755970784e-13,2.87755970784e-13
40,1,1.43810730534e-12,6.43141314468e-13
41,1,1.15117769117e-12,5.75588885528e-13
42,1,1.15088834889e-12,5.7544436611e-13
43,1,1.15054370075e-12,5.75272038571e-13
44,1,1.43844972509e-12,6.43294394925e-13
45,1,1.7269756436e-12,7.05034885515e-13
46,1,3.1649675207e-12,9.54273790426e-13
47,1,8.63072388411e-13,4.98295185786e-13
48,1,2.30214860846e-12,8.13932727737e-13
49,1,2.87701597963e-12,9.09792562999e-13
50,1,1.72603389663e-12,7.04650481259e-13
51,1,1.15076726313e-12,5.75383821761e-13
52,1,1.43955474713e-12,6.43788464739e-13
53,1,2.58983864667e-12,8.63279615733e-13
54,1,5.75650181389e-13,4.07046209453e-13
55,1,1.43834684944e-12,6.43248311905e-13
56,1,8.63118882219e-13,4.98322079778e-13
57,1,1.1517224811e-12,5.75861246871e-13
58,1,3.45361123695e-12,9.96971778924e-13
59,1,1.15125557007e-12,5.75627839541e-13
60,1,1.72690714572e-12,7.05006945927e-13
61,1,2.01458247868e-12,7.61440667352e-13
62,1,1.43865084287e-12,6.4338427299e-13
63,1,1.72644628028e-12,7.04818805985e-13
64,1,1.43798558161e-12,6.43086977704e-13
65,1,1.43914433434e-12,6.43604981941e-13
66,1,1.43794646262e-12,6.43069652356e-13
67,1,2.87839918838e-13,2.87839918838e-13
68,1,1.15144336543e-12,5.75721694452e-13
69,1,8.6341019743e-13,4.98490147499e-13
70,1,2.01453455111e-12,7.61422656758e-13
71,1,8.63424471443e-13,4.98498428145e-13
72,1,8.63130938952e-13,4.98328897719e-13
73,1,1.72660509445e-12,7.04883700415e-13
74,1,1.15086730081e-12,5.75433849204e-13
75,1,1.15083379797e-12,5.75416944048e-13
76,1,2.01369958657e-12,7.61107035431e-13
77,1,1.15145581459e-12,5.75727991614e-13
78,1,1.72634905259e-12,7.04779157068e-13
79,1,1.15077879131e-12,5.75389604716e-13
80,1,8.63743321846e-13,4.98682444808e-13
81,1,2.01477729547e-12,7.61514426436e-13
82,1,1.43888542096e-12,6.43489389725e-13
83,1,1.15079606448e-12,5.75398131617e-13
84,1,1.7260953177e-12,7.04675521617e-13
85,1,8.62828531567e-13,4.98154318778e-13
86,1,1.15062566571e-12,5.75313017313e-13
87,1,1.15068863527e-12,5.75344398087e-13
88,1,5.75835195934e-13,4.07176986286e-13
89,1,1.72592938072e-12,7.04607853258e-13
90,1,1.43873525417e-12,6.43422100865e-13
91,1,5.75600162382e-13,4.0701084565e-13
92,1,1.43893620009e-12,6.43511869853e-13
93,1,2.01455155707e-12,7.61429059779e-13
94,1,5.75887510883e-13,4.07213968334e-13
95,1,8.63548042048e-13,4.98569725596e-13
96,1,1.43919060617e-12,6.4362561729e-13
97,1,1.72611251308e-12,7.04682733873e-13
98,1,2.59006349543e-12,8.63354561069e-13
99,1,2.87744742587e-13,2.87744742587e-13
100,1,8.63196774338e-13,4.98367040914e-13
101,1,8.63002601737e-13,4.98254845835e-13
102,1,8.63418132847e-13,4.98494707973e-13
103,1,2.01396708157e-12,7.61208230997e-13
104,1,8.629733201e-13,4.98237956179e-13
105,1,2.01455944715e-12,7.61431962615e-13
106,1,2.01475676422e-12,7.61506566046e-13
107,1,2.87791671546e-12,9.10077281637e-13
108,1,1.72683826636e-12,7.04978867942e-13
109,1,2.01484696122e-12,7.6154059618e-13
110,1,5.75612498886e-13,4.07019572058e-13
111,1,8.62903824895e-13,4.98197833543e-13
112,1,2.3018208476e-12,8.13816830339e-13
113,1,8.63403019877e-13,4.98486046054e-13
114,1,8.63506643395e-13,4.98545845875e-13
115,1,2.877834766e-12,9.10051367188e-13
116,1,2.87695249882e-12,9.09772525831e-13
117,1,2.01434448678e-12,7.61350865805e-13
118,1,3.16520226589e-12,9.54344580378e-13
119,1,1.72608166408e-12,7.04670144659e-13
120,1,1.15103903443e-12,5.75519631705e-13
121,1,1.15004945316e-12,5.75025175243e-13
122,1,5.75599105679e-13,4.0701005404e-13
123,1,1.15055925324e-12,5.75279654965e-13
124,1,2.59040911642e-12,8.63469797886e-13
125,1,3.16462939986e-12,9.54171821289e-13
126,1,1.43910176933e-12,6.43585932704e-13
127,1,2.01332316957e-12,7.60964742443e-13
128,1,1.15111219735e-12,5.75556132656e-13
129,1,2.3023641791e-12,8.1400879264e-13
130,1,8.62923646032e-13,4.98209659733e-13
131,1,1.72619883915e-12,7.04717976024e-13
132,1,1.43869398045e-12,6.43403708096e-13
133,1,1.72610365476e-12,7.04679024228e-13
134,1,8.63224799637e-13,4.9838307775e-13
135,1,1.43796541134e-12,6.43077774429e-13
136,1,1.43943180638e-12,6.4373348727e-13
137,1,1.43834158568e-12,6.43246136139e-13
138,1,8.63452309382e-13,4.98514468265e-13
139,1,1.4393727356e-12,6.43707107025e-13
140,1,2.87611443415e-13,2.87611443415e-13
141,1,1.43869003914e-12,6.43401876971e-13
142,1,1.4385694324e-12,6.43348003227e-13
143,1,2.01471541774e-12,7.61491004037e-13
144,1,1.43822471586e-12,6.43193798961e-13
