# binned cylinder monitor
# nr=180 ny=90
# radius=1 yheight=5
# n_history=10000000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# y in [-2.5, 2.5] m
# hits_total=5383953 hits_in=5383953
# columns: ix,iy,I,sigma
0,0,1.00717501633e-11,1.70243680395e-12
1,0,9.78314303737e-12,1.6777956287e-12
2,0,1.09321721624e-11,1.77343284109e-12
3,0,1.17987652966e-11,1.84265792095e-12
4,0,1.09326303965e-11,1.77350741407e-12
5,0,1.26605485071e-11,1.90865022846e-12
6,0,1.17968656685e-11,1.84236130338e-12
7,0,1.06453787349e-11,1.75008986853e-12
8,0,1.35239267594e-11,1.97266799697e-12
9,0,1.03576341282e-11,1.72627296314e-12
10,0,1.12222020094e-11,1.79699085015e-12
11,0,1.15098224096e-11,1.819863043e-12
12,0,1.52489958473e-11,2.09461102185e-12
13,0,9.78413247458e-12,1.67796518615e-12
14,0,1.20849299042e-11,1.86474564785e-12
15,0,1.03586028589e-11,1.72643415858e-12
16,0,1.03577466994e-11,1.72629147047e-12
17,0,7.76995986392e-12,1.4953296567e-12
18,0,1.64009348044e-11,2.1723572918e-12
19,0,9.49559869801e-12,1.65297184041e-12
20,0,1.0932069271e-11,1.77341626151e-12
21,0,1.12218540848e-11,1.79693520441e-12
22,0,1.32370884407e-11,1.95170258648e-12
23,0,1.18004585886e-11,1.84292232638e-12
24,0,1.03603159644e-11,1.7267195986e-12
25,0,1.03583356704e-11,1.72638965868e-12
26,0,1.06462177681e-11,1.75022792088e-12
27,0,1.09337029652e-11,1.77368114095e-12
28,0,7.76872555639e-12,1.49509215008e-12
29,0,1.09364709725e-11,1.77413013247e-12
30,0,1.12219780239e-11,1.79695503828e-12
31,0,1.03608630727e-11,1.7268107575e-12
32,0,1.12218003751e-11,1.79692649678e-12
33,0,8.63180914152e-12,1.57594584684e-12
34,0,1.09344796165e-11,1.77380710062e-12
35,0,1.15085689393e-11,1.81966499901e-12
36,0,8.63194812757e-12,1.57597124154e-12
37,0,9.49619076601e-12,1.65307502251e-12
38,0,1.06455394986e-11,1.75011619747e-12
39,0,8.63111801834e-12,1.57581969995e-12
40,0,1.17976899622e-11,1.84248993395e-12
41,0,9.20720833266e-12,1.62762024367e-12
42,0,1.15082026345e-11,1.81960718965e-12
43,0,1.03572285741e-11,1.72620513854e-12
44,0,1.17962651679e-11,1.8422675235e-12
45,0,1.32356284535e-11,1.95148739246e-12
46,0,9.49528565923e-12,1.65291743031e-12
47,0,9.7829797331e-12,1.67776738532e-12
48,0,1.12218949252e-11,1.79694155091e-12
49,0,1.32349819208e-11,1.95139199408e-12
50,0,1.15110357881e-11,1.82005485281e-12
51,0,1.093446881e-11,1.77380554443e-12
52,0,8.34499494452e-12,1.54962694804e-12
53,0,8.92114245651e-12,1.60228482231e-12
54,0,1.15074327285e-11,1.81948520687e-12
55,0,1.1798567375e-11,1.84262696982e-12
56,0,8.34470611948e-12,1.54957334355e-12
57,0,1.2660323298e-11,1.90861588287e-12
58,0,8.91919600119e-12,1.60193519915e-12
59,0,7.76930123594e-12,1.49520300541e-12
60,0,1.20842762943e-11,1.86464478915e-12
61,0,1.20847218264e-11,1.86471342628e-12
62,0,9.20790520885e-12,1.62774346618e-12
63,0,1.29486628658e-11,1.93027314896e-12
64,0,9.78185826449e-12,1.67757535044e-12
65,0,1.0933663382e-11,1.77367477282e-12
66,0,1.15089457275e-11,1.8197246163e-12
67,0,1.15101858519e-11,1.81992051622e-12
68,0,1.06461688036e-11,1.75021970127e-12
69,0,1.0071413487e-11,1.70237996466e-12
70,0,1.00704385588e-11,1.70221509386e-12
71,0,1.32337213844e-11,1.95120624241e-12
72,0,1.20850585813e-11,1.86476531133e-12
73,0,1.00698870292e-11,1.70212201147e-12
74,0,8.3433522219e-12,1.5493219423e-12
