# Instrument-source: 'cylinder.instr'
# Date: Fri Apr 24 09 46 2026
# Ncount: 10000000000
# Numpoints: 21
# Param: thickness = 0.0005
# type: multiarray_1d(21)
# title: Scan of thickness
# xlabel: 'thickness'
# ylabel: 'Intensity'
# xvars: thickness
# yvars: (mon_4pi_I,mon_4pi_ERR)
# xlimits: 0.0005 0.0015
# filename: mccode.dat
# variables: thickness mon_4pi_I mon_4pi_ERR
0.0005 115618000000.0 1178640.0
0.00055 115133000000.0 1175710.0
0.0006 114661000000.0 1172870.0
0.00065 114203000000.0 1170110.0
0.0007 113757000000.0 1167430.0
0.00075 113324000000.0 1164820.0
0.0008 112903000000.0 1162300.0
0.00085 112493000000.0 1159840.0
0.0009 112095000000.0 1157450.0
0.00095 111708000000.0 1155130.0
0.0010 111332000000.0 1152870.0
0.00105 110966000000.0 1150680.0
0.0011 110609000000.0 1148550.0
0.00115 110263000000.0 1146480.0
0.0012 109928000000.0 1144470.0
0.00125 109600000000.0 1142520.0
0.0013 109283000000.0 1140620.0
0.00135 108973000000.0 1138780.0
0.0014 108673000000.0 1136990.0
0.00145 108382000000.0 1135250.0
0.0015 108099000000.0 1133560.0
