# Instrument-source: 'cylinder.instr'
# Date: Tue May 19 15 08 2026
# Ncount: 100000000
# Numpoints: 10
# Param: thickness = 0.000001
# type: multiarray_1d(10)
# title: Scan of thickness
# xlabel: 'thickness'
# ylabel: 'Intensity'
# xvars: thickness
# yvars: (before_I,before_ERR) (after_I,after_ERR) (mon_4pi_I,mon_4pi_ERR)
# list: ['0.000001', '0.0001']
# xlimits: 0.000001 0.0001
# filename: mccode.dat
# variables: thickness before_I before_ERR after_I after_ERR mon_4pi_I mon_4pi_ERR
0.000001 0.00229176 2.29176e-07 9.43996e-06 1.47104e-08 0.00229128 2.29145e-07
0.000012 0.00229176 2.29176e-07 9.45967e-06 1.47257e-08 0.00228605 2.28802e-07
0.000023 0.00229176 2.29176e-07 9.43379e-06 1.47056e-08 0.00228082 2.2846e-07
0.000034 0.00229176 2.29176e-07 9.46398e-06 1.47291e-08 0.00227565 2.28122e-07
0.000045 0.00229176 2.29176e-07 9.43795e-06 1.47088e-08 0.00227042 2.2778e-07
0.000056 0.00229176 2.29176e-07 9.45506e-06 1.47221e-08 0.00226521 2.2744e-07
0.000067 0.00229176 2.29176e-07 9.48422e-06 1.47448e-08 0.00225998 2.27098e-07
0.000078 0.00229176 2.29176e-07 9.46229e-06 1.47278e-08 0.0022548 2.26759e-07
0.000089 0.00229176 2.29176e-07 9.46625e-06 1.47308e-08 0.0022496 2.2642e-07
0.000100 0.00229176 2.29176e-07 9.44245e-06 1.47123e-08 0.00224445 2.26084e-07
