hit_x,hit_y,hit_z,theta,phi,weight,lambda
0.071545,-0.046397,0.010000,0.076228,2.310819,1.000000,4.925194
-0.047480,0.089538,0.010000,0.091209,-1.181174,1.000000,5.091424
-0.005212,0.106834,0.010000,0.041304,-1.701921,1.000000,4.783250
0.020977,-0.004334,0.010000,0.001421,2.285673,1.000000,5.161403
-0.028851,0.093317,0.010000,0.036877,-1.053570,1.000000,5.089846
0.034090,0.016003,0.010000,0.030209,2.748160,1.000000,4.819275
0.077126,0.038303,0.010000,0.047026,-3.139144,1.000000,5.219881
0.079646,-0.098245,0.010000,0.065381,2.349293,1.000000,4.855210
0.110305,-0.106992,0.010000,0.093703,2.598538,1.000000,5.228923
0.119713,-0.018273,0.010000,0.080141,-3.123736,1.000000,4.995582
-0.100508,0.034370,0.010000,0.078266,-0.309546,1.000000,5.202188
-0.060246,0.038167,0.010000,0.066125,-0.656215,1.000000,4.977707
-0.013553,-0.069274,0.010000,0.046038,1.151525,1.000000,5.226261
-0.051006,-0.003192,0.010000,0.051052,-0.462067,1.000000,4.936317
0.073476,-0.105051,0.010000,0.061159,2.444796,1.000000,4.756269
-0.087020,-0.047663,0.010000,0.076694,0.454047,1.000000,4.905375
-0.043760,-0.008920,0.010000,0.041376,0.064981,1.000000,4.797399
-0.065122,-0.015113,0.010000,0.037878,0.111807,1.000000,4.869391
0.038657,-0.109121,0.010000,0.104969,1.791748,1.000000,5.211407
-0.017589,0.011050,0.010000,0.020952,-0.822216,1.000000,5.145254
-0.016245,-0.080677,0.010000,0.033887,1.599469,1.000000,4.890976
0.045822,0.017851,0.010000,0.026892,2.991849,1.000000,4.799718
-0.103577,0.026621,0.010000,0.062122,0.217265,1.000000,5.147054
-0.021043,0.096424,0.010000,0.066921,-1.478424,1.000000,5.008679
-0.124650,-0.116706,0.010000,0.096388,0.509271,1.000000,4.984815
-0.004723,0.070154,0.010000,0.047609,-1.517400,1.000000,4.925108
0.004593,0.046206,0.010000,0.031893,-1.812308,1.000000,4.871290
-0.118544,-0.070245,0.010000,0.086592,0.476348,1.000000,5.078079
-0.002747,0.068274,0.010000,0.064251,-1.471945,1.000000,5.060101
-0.089439,0.045518,0.010000,0.086000,-0.559167,1.000000,4.775847
-0.090515,0.072246,0.010000,0.086121,-0.888700,1.000000,4.830771
0.062410,0.094247,0.010000,0.055453,-2.538664,1.000000,4.776230
0.046155,-0.058725,0.010000,0.055467,2.090560,1.000000,4.969443
0.093941,-0.056528,0.010000,0.061995,2.557282,1.000000,5.145492
-0.024322,-0.063440,0.010000,0.044418,1.063796,1.000000,5.020718
-0.082677,-0.063832,0.010000,0.065128,0.809771,1.000000,4.959609
0.013306,-0.073711,0.010000,0.079281,1.808746,1.000000,5.079148
-0.081007,-0.005376,0.010000,0.051719,0.120592,1.000000,5.249064
0.011697,-0.118538,0.010000,0.096892,1.681317,1.000000,5.093587
0.034937,-0.064439,0.010000,0.023380,2.618010,1.000000,5.157308
-0.004430,-0.021768,0.010000,0.035850,1.864580,1.000000,5.018996
0.088252,-0.072842,0.010000,0.053400,2.818446,1.000000,4.870884
0.025767,-0.028324,0.010000,0.036011,1.691830,1.000000,5.114347
-0.033625,0.113896,0.010000,0.061535,-1.378017,1.000000,4.774461
-0.076301,-0.093308,0.010000,0.087326,0.947103,1.000000,5.174621
-0.081073,-0.030106,0.010000,0.049287,0.005673,1.000000,4.900621
0.092614,-0.029593,0.010000,0.051658,-3.106252,1.000000,4.923445
-0.063464,-0.068491,0.010000,0.082379,0.881628,1.000000,4.863076
-0.106668,-0.067516,0.010000,0.108573,0.807612,1.000000,4.885279
-0.024286,-0.111892,0.010000,0.068822,1.480568,1.000000,5.002923
-0.073401,-0.113416,0.010000,0.090484,0.820529,1.000000,4.970625
-0.059946,-0.077356,0.010000,0.091682,0.953554,1.000000,5.215211
-0.096147,0.029383,0.010000,0.062154,0.207753,1.000000,5.172114
0.087308,-0.064230,0.010000,0.059918,2.714039,1.000000,5.021044
0.001685,-0.004926,0.010000,0.034960,1.495413,1.000000,5.085752
0.104554,0.045947,0.010000,0.087757,-2.670372,1.000000,4.934940
0.054688,0.121281,0.010000,0.075163,-2.114081,1.000000,5.057713
0.049836,-0.014352,0.010000,0.044879,2.487788,1.000000,5.221843
-0.052635,-0.121277,0.010000,0.117348,1.303371,1.000000,4.834274
-0.079080,0.037740,0.010000,0.073069,-0.527178,1.000000,4.872077
-0.090663,0.030724,0.010000,0.069461,0.176260,1.000000,5.177105
-0.089293,0.051514,0.010000,0.057631,-0.446437,1.000000,4.980322
-0.091787,0.041979,0.010000,0.056929,-0.231690,1.000000,5.044697
-0.010292,-0.009023,0.010000,0.027799,-0.827250,1.000000,4.780247
-0.010239,0.080884,0.010000,0.085037,-1.622004,1.000000,4.810850
-0.088444,-0.057908,0.010000,0.052909,0.351327,1.000000,4.780309
0.123614,0.101787,0.010000,0.103035,-2.730049,1.000000,5.099497
0.029166,-0.057775,0.010000,0.069158,2.056419,1.000000,4.915827
-0.115334,-0.115786,0.010000,0.131913,0.864244,1.000000,4.908646
0.098654,0.048245,0.010000,0.079558,-2.882869,1.000000,4.788409
-0.000377,0.065267,0.010000,0.037412,-1.455138,1.000000,5.106156
-0.112995,0.050454,0.010000,0.080845,-0.516263,1.000000,4.764502
-0.018174,-0.021026,0.010000,0.017711,1.562011,1.000000,4.854059
0.005347,-0.118776,0.010000,0.103653,1.684616,1.000000,4.946449
-0.112968,0.053231,0.010000,0.090419,-0.399328,1.000000,5.073204
-0.075025,0.109637,0.010000,0.090483,-1.021277,1.000000,4.943532
0.061524,0.016252,0.010000,0.061498,-2.521131,1.000000,5.081302
-0.023716,0.073822,0.010000,0.082407,-1.405886,1.000000,5.105460
-0.118992,-0.108272,0.010000,0.120728,0.990568,1.000000,4.969211
0.108518,0.068856,0.010000,0.107057,-2.441040,1.000000,4.849096
0.007814,0.110756,0.010000,0.080422,-1.725295,1.000000,5.150972
-0.019994,-0.088803,0.010000,0.087386,1.290684,1.000000,4.837762
-0.033313,0.022391,0.010000,0.016923,-0.816295,1.000000,4.831531
-0.052705,0.094436,0.010000,0.083176,-0.966342,1.000000,4.811118
0.084610,0.038650,0.010000,0.056015,-2.745884,1.000000,4.766929
0.011949,-0.012695,0.010000,0.016257,3.099732,1.000000,5.089604
-0.054804,-0.070841,0.010000,0.064520,1.067675,1.000000,5.017466
-0.050204,0.058265,0.010000,0.056773,-0.917823,1.000000,4.798836
0.055835,0.042624,0.010000,0.072496,-2.152261,1.000000,4.840997
-0.109059,-0.094242,0.010000,0.096064,0.473652,1.000000,4.959900
0.098002,-0.083908,0.010000,0.091926,2.562904,1.000000,4.812679
0.095563,-0.059426,0.010000,0.086940,2.461277,1.000000,5.118945
-0.010276,-0.115511,0.010000,0.105524,1.615952,1.000000,5.245125
-0.048681,0.016552,0.010000,0.047285,-0.345097,1.000000,4.837656
0.090476,0.070436,0.010000,0.069324,-2.937007,1.000000,4.901734
-0.078550,0.087182,0.010000,0.090735,-0.839266,1.000000,5.209614
0.017980,0.036082,0.010000,0.015634,-2.538900,1.000000,4.842858
-0.017885,0.010049,0.010000,0.012631,-0.181182,1.000000,5.158809
0.052610,-0.096596,0.010000,0.067960,2.192453,1.000000,4.853616
0.088023,0.116465,0.010000,0.120904,-1.994960,1.000000,5.142905
0.053194,-0.080855,0.010000,0.095559,2.024883,1.000000,5.058761
-0.026692,-0.089021,0.010000,0.056719,1.382430,1.000000,4.863364
-0.034480,0.119550,0.010000,0.082263,-1.354704,1.000000,5.128013
-0.081597,0.018453,0.010000,0.050351,-0.519026,1.000000,4.761343
-0.118207,-0.111612,0.010000,0.101448,0.440894,1.000000,5.173292
-0.088540,0.091314,0.010000,0.068255,-0.429256,1.000000,4.880003
0.089902,0.102927,0.010000,0.112105,-2.111656,1.000000,4.934035
0.119325,0.051586,0.010000,0.097083,-2.393555,1.000000,5.072389
-0.052965,0.068020,0.010000,0.058082,-1.127360,1.000000,5.033246
-0.088351,-0.115474,0.010000,0.078932,0.863233,1.000000,5.100661
0.022587,-0.110951,0.010000,0.059636,1.646822,1.000000,4.901940
-0.031451,0.072729,0.010000,0.082802,-1.397069,1.000000,5.123138
-0.100307,0.079449,0.010000,0.110445,-0.859378,1.000000,4.862865
0.037798,-0.084044,0.010000,0.083049,1.867973,1.000000,4.962659
-0.066565,0.077605,0.010000,0.052080,-0.575043,1.000000,5.227220
0.008131,-0.011284,0.010000,0.011164,-1.375756,1.000000,4.877860
-0.007871,0.006432,0.010000,0.009022,-1.416394,1.000000,4.902005
0.078759,-0.059120,0.010000,0.071533,2.393814,1.000000,5.220030
0.122074,0.087451,0.010000,0.087755,-2.611551,1.000000,4.776980
-0.061779,0.102232,0.010000,0.071333,-0.852896,1.000000,5.116723
0.042127,0.054470,0.010000,0.066379,-2.138298,1.000000,4.945209
0.024269,0.123163,0.010000,0.087286,-1.858574,1.000000,5.021112
-0.100815,-0.009687,0.010000,0.066891,-0.157775,1.000000,5.155443
-0.030776,-0.053562,0.010000,0.054113,1.382539,1.000000,5.224744
0.052600,-0.056143,0.010000,0.032651,2.971483,1.000000,5.099454
-0.122494,0.020399,0.010000,0.084998,-0.004630,1.000000,5.246052
-0.086404,0.004430,0.010000,0.069544,-0.090593,1.000000,5.220683
0.074427,-0.123643,0.010000,0.092239,2.137189,1.000000,4.864746
0.104784,-0.015204,0.010000,0.072337,-2.888843,1.000000,4.938761
0.045463,0.002809,0.010000,0.028796,2.574777,1.000000,5.078235
-0.071686,0.080883,0.010000,0.063811,-0.721178,1.000000,5.243298
0.016857,0.076997,0.010000,0.073269,-1.705929,1.000000,5.133018
-0.054686,0.032793,0.010000,0.042332,-0.700961,1.000000,4.900688
-0.043396,-0.032345,0.010000,0.041340,0.899926,1.000000,4.812698
0.028545,-0.068374,0.010000,0.043210,1.818485,1.000000,5.168807
-0.114170,-0.024990,0.010000,0.065452,0.212890,1.000000,5.195569
0.018044,0.084005,0.010000,0.088976,-1.669856,1.000000,4.868240
-0.075983,-0.102537,0.010000,0.116336,1.042006,1.000000,5.012793
-0.062786,-0.091543,0.010000,0.097022,0.993067,1.000000,4.767011
0.049218,0.086346,0.010000,0.092584,-2.034694,1.000000,4.929779
-0.118414,0.041346,0.010000,0.100409,-0.418087,1.000000,5.221669
-0.115977,0.089902,0.010000,0.104035,-0.592401,1.000000,4.766296
-0.033329,0.048799,0.010000,0.046225,-0.990596,1.000000,5.211495
0.065078,0.017754,0.010000,0.066551,-2.524929,1.000000,5.027673
0.024527,0.003919,0.010000,0.020852,2.514454,1.000000,5.217761
-0.029615,0.065433,0.010000,0.067267,-1.101465,1.000000,4.978459
0.004449,-0.073294,0.010000,0.043290,1.700161,1.000000,5.072494
-0.036561,0.118892,0.010000,0.055085,-1.029045,1.000000,4.774609
0.100414,-0.015515,0.010000,0.080328,2.898883,1.000000,5.242714
0.065282,-0.026469,0.010000,0.040310,2.847840,1.000000,5.121103
0.100974,-0.013937,0.010000,0.060673,3.066565,1.000000,4.776560
-0.071433,-0.060938,0.010000,0.060203,0.866634,1.000000,4.993699
0.086192,-0.060546,0.010000,0.067407,2.364061,1.000000,5.150486
0.108875,-0.059253,0.010000,0.090765,2.314458,1.000000,4.885099
-0.075765,0.028783,0.010000,0.069094,-0.631930,1.000000,5.230559
0.053067,-0.067689,0.010000,0.028324,2.671935,1.000000,5.121679
-0.059382,-0.117182,0.010000,0.073432,0.829075,1.000000,4.907671
0.067001,-0.039036,0.010000,0.060808,2.602544,1.000000,5.044942
0.068278,-0.016036,0.010000,0.053684,2.533637,1.000000,4.766976
-0.099866,-0.115024,0.010000,0.125862,0.963757,1.000000,5.166032
-0.042991,0.109400,0.010000,0.055024,-1.231975,1.000000,5.070064
-0.097380,-0.025552,0.010000,0.065696,0.318323,1.000000,4.962299
0.075243,0.062613,0.010000,0.076620,-2.121231,1.000000,4.882994
-0.061601,-0.045612,0.010000,0.062299,0.637824,1.000000,5.002043
0.073234,-0.038629,0.010000,0.052187,-3.089279,1.000000,5.235915
0.008840,-0.015794,0.010000,0.018918,-2.068462,1.000000,5.047147
0.084831,-0.109150,0.010000,0.104430,2.112553,1.000000,5.118310
0.023330,-0.025280,0.010000,0.021369,2.583305,1.000000,4.875739
0.084677,-0.111853,0.010000,0.113140,2.005226,1.000000,4.793840
-0.080052,-0.005919,0.010000,0.049684,-0.299629,1.000000,4.840650
0.122796,0.120900,0.010000,0.110416,-2.349701,1.000000,4.960062
-0.119521,-0.013298,0.010000,0.092251,0.381429,1.000000,4.979257
-0.068441,-0.094796,0.010000,0.079114,1.141867,1.000000,4.974535
0.029372,0.084492,0.010000,0.086809,-1.693854,1.000000,4.764030
-0.017870,-0.076291,0.010000,0.069166,1.583216,1.000000,5.003416
0.067491,0.122829,0.010000,0.106666,-2.091734,1.000000,4.856044
-0.079924,0.072230,0.010000,0.072139,-0.415580,1.000000,5.014676
0.099270,0.100035,0.010000,0.098944,-2.152731,1.000000,5.125499
-0.000431,0.050620,0.010000,0.013693,-1.967862,1.000000,5.230970
0.106373,-0.021438,0.010000,0.060979,3.087117,1.000000,4.975754
0.121908,0.080490,0.010000,0.114861,-2.295525,1.000000,5.010319
0.091224,0.066627,0.010000,0.054759,-2.729130,1.000000,4.814740
0.059288,0.057193,0.010000,0.048133,-2.676587,1.000000,4.983867
0.103814,0.091089,0.010000,0.085486,-2.386585,1.000000,4.810912
-0.111456,0.065282,0.010000,0.110869,-0.692129,1.000000,4.795312
0.052096,-0.050476,0.010000,0.058488,2.294637,1.000000,4.860703
0.082710,-0.047344,0.010000,0.064569,2.435146,1.000000,5.091575
-0.068114,-0.064294,0.010000,0.079963,0.812059,1.000000,5.015406
-0.031808,-0.115991,0.010000,0.054510,1.358109,1.000000,4.851267
0.010703,0.035055,0.010000,0.055711,-1.938897,1.000000,5.127509
0.071574,0.026371,0.010000,0.047788,-2.611181,1.000000,4.895606
0.004568,0.010225,0.010000,0.028229,-1.617270,1.000000,5.047098
0.068961,-0.027860,0.010000,0.054317,3.081057,1.000000,5.079915
0.079153,-0.001772,0.010000,0.062403,2.613359,1.000000,4.953675
0.020651,-0.079333,0.010000,0.057631,1.969864,1.000000,4.807044
0.121961,0.045395,0.010000,0.097540,-2.434377,1.000000,4.812276
0.070195,0.111719,0.010000,0.078233,-2.261172,1.000000,5.159810
0.058136,0.100313,0.010000,0.087120,-2.083828,1.000000,5.075177
0.064311,-0.080395,0.010000,0.097505,2.112472,1.000000,5.142726
-0.054550,-0.023468,0.010000,0.036973,0.272095,1.000000,5.069314
-0.029060,0.092759,0.010000,0.063446,-1.168763,1.000000,5.207317
-0.035610,-0.094009,0.010000,0.072387,1.087105,1.000000,4.870520
0.043440,-0.048598,0.010000,0.034298,2.946620,1.000000,4.874993
-0.095848,0.010374,0.010000,0.063434,0.080007,1.000000,4.919815
-0.083749,-0.087531,0.010000,0.074859,0.870963,1.000000,5.189984
-0.034102,0.046156,0.010000,0.048618,-0.985917,1.000000,4.817959
0.075503,0.040962,0.010000,0.075156,-2.529745,1.000000,5.036056
0.018814,-0.103171,0.010000,0.085929,1.719962,1.000000,4.976886
-0.026487,-0.079096,0.010000,0.086685,1.252200,1.000000,5.230871
0.083857,-0.089481,0.010000,0.082142,2.282826,1.000000,4.808495
-0.104430,0.024954,0.010000,0.070810,-0.257091,1.000000,5.031061
-0.087678,0.030402,0.010000,0.075196,-0.758679,1.000000,4.841964
0.088390,0.121134,0.010000,0.118258,-2.006403,1.000000,4.941507
-0.085789,0.115394,0.010000,0.106322,-1.062641,1.000000,4.869029
0.095465,-0.053607,0.010000,0.083160,2.320923,1.000000,4.888672
-0.086999,0.046202,0.010000,0.092435,-0.742827,1.000000,4.810111
-0.018260,-0.005736,0.010000,0.005312,0.274475,1.000000,5.104710
0.112580,0.075885,0.010000,0.096576,-2.593468,1.000000,5.098644
0.093316,-0.106107,0.010000,0.100571,2.109171,1.000000,4.783175
-0.111006,0.054243,0.010000,0.075592,-0.586268,1.000000,4.928266
-0.049179,-0.031963,0.010000,0.061430,0.964821,1.000000,5.063909
-0.099604,0.017290,0.010000,0.067140,-0.169255,1.000000,4.847102
0.017496,-0.079952,0.010000,0.088896,1.824339,1.000000,5.206297
0.118722,-0.039624,0.010000,0.070635,2.978147,1.000000,4.846076
-0.014057,-0.019497,0.010000,0.022090,-1.035889,1.000000,5.107884
0.070171,0.071147,0.010000,0.063505,-2.247300,1.000000,5.031103
-0.014806,-0.092706,0.010000,0.033021,1.649433,1.000000,5.073142
-0.068947,-0.037774,0.010000,0.045102,-0.009817,1.000000,4.822715
-0.077026,0.063569,0.010000,0.068349,-0.315274,1.000000,5.067723
-0.072436,-0.120808,0.010000,0.083867,0.813925,1.000000,5.107191
-0.087098,-0.095265,0.010000,0.081971,0.905120,1.000000,4.797725
0.070662,-0.061631,0.010000,0.046261,2.517505,1.000000,5.215415
0.062032,-0.110785,0.010000,0.083162,2.067373,1.000000,5.156312
0.112686,-0.074842,0.010000,0.079911,2.795155,1.000000,5.028334
0.013415,-0.118688,0.010000,0.050547,1.525542,1.000000,5.243439
0.072297,-0.046788,0.010000,0.042283,2.600691,1.000000,5.114075
0.077542,0.123252,0.010000,0.114857,-1.928936,1.000000,4.881653
0.029059,0.055684,0.010000,0.065579,-1.736981,1.000000,4.835905
0.015090,-0.100450,0.010000,0.066724,1.611156,1.000000,5.055553
0.035272,0.060899,0.010000,0.029643,-2.062508,1.000000,4.841417
0.107920,-0.044674,0.010000,0.089213,2.526260,1.000000,4.859057
-0.014202,0.081483,0.010000,0.074035,-1.502420,1.000000,4.809783
-0.081019,-0.012153,0.010000,0.049419,0.010924,1.000000,5.200551
-0.006647,0.100418,0.010000,0.065368,-1.617331,1.000000,4.930853
0.017119,0.002934,0.010000,0.020952,2.929174,1.000000,5.154573
-0.028370,-0.043243,0.010000,0.059348,1.270992,1.000000,5.016225
0.048272,-0.041902,0.010000,0.039885,2.142320,1.000000,4.825533
0.108699,-0.080130,0.010000,0.091838,2.316734,1.000000,5.149607
0.062371,-0.075743,0.010000,0.091494,2.094093,1.000000,4.938070
0.057307,-0.056962,0.010000,0.074180,1.944121,1.000000,4.760223
0.077066,0.105057,0.010000,0.069402,-2.434175,1.000000,5.133543
-0.023124,-0.008346,0.010000,0.029779,-1.067260,1.000000,4.819519
0.005616,-0.011846,0.010000,0.011015,3.053312,1.000000,4.764202
-0.102699,-0.083027,0.010000,0.089536,0.747487,1.000000,5.049460
-0.124047,0.112461,0.010000,0.100293,-0.474705,1.000000,4.868034
-0.043826,-0.091061,0.010000,0.041754,0.768931,1.000000,4.896085
0.106971,0.038077,0.010000,0.081413,-3.075544,1.000000,4.760754
0.012632,-0.012794,0.010000,0.014518,-1.756862,1.000000,4.978326
-0.073999,-0.123728,0.010000,0.110918,1.150586,1.000000,5.163506
0.090335,-0.025667,0.010000,0.069215,2.555406,1.000000,4.923836
-0.122529,0.121910,0.010000,0.116132,-0.841821,1.000000,5.166102
-0.067753,0.002256,0.010000,0.044361,0.450006,1.000000,5.123073
0.003769,-0.038141,0.010000,0.035651,1.609672,1.000000,4.766032
-0.066898,-0.007759,0.010000,0.032713,-0.207995,1.000000,5.116768
0.102519,0.039352,0.010000,0.073449,-2.942148,1.000000,4.751444
0.070321,-0.087169,0.010000,0.065783,2.160960,1.000000,5.195595
-0.013947,0.057594,0.010000,0.024765,-0.516453,1.000000,4.796243
-0.060466,-0.060314,0.010000,0.055428,0.528352,1.000000,4.776467
-0.000249,-0.029865,0.010000,0.012201,2.044004,1.000000,5.221004
0.008829,0.092624,0.010000,0.054693,-1.883533,1.000000,5.214173
0.061639,-0.105236,0.010000,0.065418,2.438049,1.000000,5.085194
0.011419,-0.049237,0.010000,0.052648,1.891245,1.000000,5.210227
-0.088435,0.014160,0.010000,0.053083,-0.363399,1.000000,4.989992
0.000785,0.031507,0.010000,0.038508,-1.915238,1.000000,4.964967
-0.016188,-0.082617,0.010000,0.081927,1.389792,1.000000,4.777307
-0.035050,0.000671,0.010000,0.016925,-0.816157,1.000000,5.147766
0.002756,0.053066,0.010000,0.012672,-1.139803,1.000000,5.153608
0.094152,-0.018195,0.010000,0.061480,-2.934495,1.000000,4.947516
0.055873,0.108396,0.010000,0.092885,-2.001529,1.000000,5.024988
0.038514,-0.078012,0.010000,0.069285,1.910034,1.000000,4.843581
0.086420,-0.045496,0.010000,0.066544,2.710717,1.000000,4.827162
-0.044420,0.084652,0.010000,0.093536,-1.149450,1.000000,4.920185
-0.040280,-0.070886,0.010000,0.049761,0.730939,1.000000,4.947729
-0.062308,0.041667,0.010000,0.052606,-0.027696,1.000000,5.178075
0.111444,0.044344,0.010000,0.088513,-2.640637,1.000000,5.061930
0.088246,0.010369,0.010000,0.062132,3.071444,1.000000,5.021039
0.067918,-0.043782,0.010000,0.070954,2.239397,1.000000,4.967525
-0.003877,0.042963,0.010000,0.036721,-1.281945,1.000000,4.763871
0.091220,0.040700,0.010000,0.091102,-2.435100,1.000000,5.041101
0.060017,-0.007009,0.010000,0.043966,2.799991,1.000000,5.217342
-0.086551,0.116168,0.010000,0.077972,-0.934419,1.000000,4.858661
0.095717,-0.048686,0.010000,0.094414,2.469412,1.000000,5.144169
0.023517,0.028702,0.010000,0.030343,-2.282465,1.000000,4.862635
0.028586,0.121716,0.010000,0.111175,-1.845161,1.000000,4.898503
0.114168,0.047007,0.010000,0.094190,-2.792687,1.000000,4.772664
0.084977,0.047995,0.010000,0.090231,-2.340642,1.000000,4.958380
0.034193,-0.078624,0.010000,0.026184,2.142082,1.000000,5.089332
0.028948,-0.063137,0.010000,0.069625,1.910249,1.000000,5.010044
-0.045182,0.090244,0.010000,0.070481,-1.004670,1.000000,5.170707
-0.115395,-0.020309,0.010000,0.079155,0.244767,1.000000,5.077988
0.069520,0.084161,0.010000,0.044940,-2.448720,1.000000,5.057722
0.048007,0.080896,0.010000,0.067065,-1.868225,1.000000,5.078238
-0.039213,0.028460,0.010000,0.028892,-0.481589,1.000000,4.999857
-0.084076,0.052679,0.010000,0.065792,-0.672084,1.000000,4.914941
-0.097356,0.069444,0.010000,0.077758,-0.296862,1.000000,4.959100
0.010309,-0.104112,0.010000,0.068463,1.561987,1.000000,5.100831
-0.115863,0.081000,0.010000,0.115315,-0.813352,1.000000,4.895474
-0.073454,0.031543,0.010000,0.060878,0.124384,1.000000,4.763931
-0.019580,0.121074,0.010000,0.087589,-1.564416,1.000000,4.982738
-0.015191,-0.033150,0.010000,0.007089,1.198508,1.000000,4.885810
-0.019142,0.043403,0.010000,0.008478,-0.496869,1.000000,4.928824
-0.050601,-0.112131,0.010000,0.071512,0.880117,1.000000,4.776699
0.042106,0.021816,0.010000,0.023565,2.501523,1.000000,5.223050
0.047691,0.116016,0.010000,0.076201,-2.061424,1.000000,4.898094
0.010387,0.003309,0.010000,0.005232,-1.447168,1.000000,4.783325
-0.097776,-0.001850,0.010000,0.063658,0.564259,1.000000,5.037227
-0.031364,0.108120,0.010000,0.065688,-1.379174,1.000000,5.136251
-0.035926,-0.083365,0.010000,0.040724,0.763908,1.000000,4.998947
0.077706,-0.008199,0.010000,0.058169,2.820178,1.000000,4.864255
0.069705,-0.020343,0.010000,0.065917,2.390220,1.000000,5.052586
-0.012887,0.090227,0.010000,0.086871,-1.408758,1.000000,5.179979
-0.036104,-0.109979,0.010000,0.103529,1.240312,1.000000,5.059444
0.030018,-0.085031,0.010000,0.075041,1.990499,1.000000,5.010070
-0.067613,-0.118485,0.010000,0.077377,0.948958,1.000000,5.221205
-0.071250,0.039687,0.010000,0.058145,-0.876009,1.000000,4.798663
0.066903,-0.095666,0.010000,0.081945,2.080231,1.000000,4.944466
0.056325,-0.117780,0.010000,0.103848,1.924183,1.000000,5.144111
-0.024373,-0.123988,0.010000,0.107348,1.483138,1.000000,4.881433
0.106178,-0.051151,0.010000,0.069341,2.720935,1.000000,4.901047
0.122634,-0.037424,0.010000,0.088669,2.891598,1.000000,4.891190
0.101330,0.092403,0.010000,0.110513,-2.307271,1.000000,5.058830
0.077265,0.008787,0.010000,0.060583,-2.719962,1.000000,5.065562
0.014599,0.120616,0.010000,0.105127,-1.788150,1.000000,5.153098
-0.116391,0.011945,0.010000,0.096527,-0.431087,1.000000,4.786650
0.002116,-0.006790,0.010000,0.028558,-1.793252,1.000000,5.210622
-0.053382,-0.087704,0.010000,0.090829,1.167958,1.000000,4.991698
-0.087326,0.012693,0.010000,0.063815,-0.214607,1.000000,4.924971
0.047470,0.018418,0.010000,0.046721,2.882179,1.000000,4.813383
0.048292,0.090122,0.010000,0.072378,-2.140504,1.000000,5.204436
0.111597,-0.029449,0.010000,0.070625,2.678792,1.000000,4.789680
-0.094370,0.075066,0.010000,0.105778,-0.880032,1.000000,5.162558
0.078486,-0.014824,0.010000,0.061794,2.444793,1.000000,4.877706
0.068295,-0.033381,0.010000,0.048951,-2.940836,1.000000,4.805561
-0.073200,0.102737,0.010000,0.106626,-1.223108,1.000000,4.851845
0.097559,-0.021862,0.010000,0.083560,2.727636,1.000000,5.227380
0.057209,0.079815,0.010000,0.075078,-2.056485,1.000000,5.073178
-0.013653,-0.027275,0.010000,0.018381,0.536799,1.000000,5.207536
0.081821,-0.094083,0.010000,0.102478,2.023358,1.000000,4.853021
-0.036816,-0.062991,0.010000,0.046774,1.210360,1.000000,4.754789
0.013113,0.068838,0.010000,0.054647,-1.606293,1.000000,4.850704
0.087881,-0.054947,0.010000,0.075243,2.754826,1.000000,4.772678
0.072460,-0.052498,0.010000,0.071433,2.158672,1.000000,5.026615
-0.044936,-0.032799,0.010000,0.051931,0.962350,1.000000,4.871726
0.079514,-0.030694,0.010000,0.062321,2.686584,1.000000,5.243542
-0.081632,-0.110685,0.010000,0.095900,1.004989,1.000000,4.759906
0.025505,-0.047782,0.010000,0.049052,2.196086,1.000000,5.042324
0.027740,0.114371,0.010000,0.095251,-1.778505,1.000000,4.948197
-0.067550,-0.096844,0.010000,0.067466,0.726684,1.000000,5.155618
0.085542,-0.094399,0.010000,0.059015,2.544115,1.000000,5.114554
-0.021939,0.038412,0.010000,0.046631,-1.145087,1.000000,5.057017
-0.047910,-0.052921,0.010000,0.056195,1.094198,1.000000,4.899412
0.056172,-0.068575,0.010000,0.056185,2.316629,1.000000,5.243580
0.001797,0.053206,0.010000,0.034972,-1.372136,1.000000,4.805034
0.069086,-0.027555,0.010000,0.040324,2.725556,1.000000,5.104680
0.106959,0.000195,0.010000,0.078689,-3.088535,1.000000,4.940646
0.079570,-0.067488,0.010000,0.062936,2.902360,1.000000,5.175528
0.040709,0.079959,0.010000,0.085494,-1.918689,1.000000,5.034572
-0.067238,-0.087424,0.010000,0.054425,0.794829,1.000000,4.784427
0.018509,0.096135,0.010000,0.090880,-1.600411,1.000000,5.006639
0.055137,-0.024694,0.010000,0.057066,2.419153,1.000000,4.847337
0.115075,-0.021825,0.010000,0.068978,-3.038908,1.000000,4.878615
-0.002087,0.018277,0.010000,0.017583,1.341356,1.000000,4.837150
0.093085,0.113705,0.010000,0.072824,-2.433626,1.000000,4.836370
-0.008696,-0.047510,0.010000,0.042879,1.542625,1.000000,5.112381
0.089394,0.048388,0.010000,0.077514,-2.732517,1.000000,4.888564
0.007620,0.118394,0.010000,0.067115,-1.597739,1.000000,5.149744
-0.098596,0.062133,0.010000,0.077205,-0.797278,1.000000,5.235299
0.059068,-0.096494,0.010000,0.078171,2.092841,1.000000,5.192600
-0.029877,0.052859,0.010000,0.051928,-1.145307,1.000000,4.999287
0.046218,0.029735,0.010000,0.038795,-2.074032,1.000000,5.043792
-0.070740,0.088917,0.010000,0.082102,-0.749757,1.000000,5.118765
-0.011268,-0.070411,0.010000,0.071500,1.436046,1.000000,4.849714
