# binned flat monitor
# nx=200 ny=200
# xmin=-0.25 xmax=0.25 ymin=-0.25 ymax=0.25
# n_history=100000
# columns: ix,iy,I
# hits_total=100000 hits_in=87641
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,1e-05
7,0,1e-05
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,2e-05
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,1e-05
20,0,0
21,0,1e-05
22,0,0
23,0,0
24,0,0
25,0,0
26,0,2e-05
27,0,0
28,0,0
29,0,1e-05
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,1e-05
36,0,0
37,0,1e-05
38,0,2e-05
39,0,0
40,0,1e-05
41,0,0
42,0,1e-05
43,0,1e-05
44,0,0
45,0,0
46,0,0
47,0,1e-05
48,0,0
49,0,1e-05
50,0,2e-05
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,2e-05
57,0,0
58,0,2e-05
59,0,1e-05
60,0,0
61,0,0
62,0,1e-05
63,0,2e-05
64,0,0
65,0,1e-05
66,0,0
67,0,2e-05
68,0,1e-05
69,0,2e-05
70,0,2e-05
71,0,2e-05
72,0,0
73,0,0
74,0,1e-05
75,0,1e-05
76,0,0
77,0,1e-05
78,0,1e-05
79,0,2e-05
80,0,0
81,0,1e-05
82,0,0
83,0,1e-05
84,0,3e-05
85,0,3e-05
86,0,1e-05
87,0,1e-05
88,0,2e-05
89,0,0
90,0,6e-05
91,0,3e-05
92,0,0
93,0,2e-05
94,0,1e-05
95,0,0
96,0,2e-05
97,0,1e-05
98,0,1e-05
99,0,2e-05
100,0,0
101,0,0
102,0,3e-05
103,0,1e-05
104,0,2e-05
105,0,1e-05
106,0,0
107,0,1e-05
108,0,1e-05
109,0,3e-05
110,0,0
111,0,0
112,0,2e-05
113,0,2e-05
114,0,1e-05
115,0,1e-05
116,0,0
117,0,1e-05
118,0,1e-05
119,0,2e-05
120,0,3e-05
121,0,0
122,0,0
123,0,1e-05
124,0,0
125,0,0
126,0,2e-05
127,0,0
128,0,1e-05
129,0,1e-05
130,0,2e-05
131,0,1e-05
132,0,2e-05
133,0,0
134,0,4e-05
135,0,1e-05
136,0,1e-05
137,0,2e-05
138,0,2e-05
139,0,2e-05
140,0,1e-05
141,0,1e-05
142,0,1e-05
143,0,0
144,0,1e-05
145,0,2e-05
146,0,2e-05
147,0,0
148,0,2e-05
149,0,0
150,0,0
151,0,1e-05
152,0,0
153,0,1e-05
154,0,1e-05
155,0,0
156,0,1e-05
157,0,3e-05
158,0,1e-05
159,0,0
160,0,0
161,0,0
162,0,0
163,0,3e-05
164,0,0
165,0,2e-05
166,0,0
167,0,0
168,0,1e-05
169,0,0
170,0,0
171,0,1e-05
172,0,1e-05
173,0,1e-05
174,0,2e-05
175,0,1e-05
176,0,0
177,0,0
178,0,1e-05
179,0,2e-05
180,0,2e-05
181,0,1e-05
182,0,1e-05
183,0,0
184,0,1e-05
185,0,0
186,0,0
187,0,0
188,0,0
189,0,1e-05
190,0,0
191,0,1e-05
192,0,0
193,0,0
194,0,1e-05
195,0,0
196,0,0
197,0,1e-05
198,0,0
199,0,0
0,1,1e-05
1,1,0
2,1,0
3,1,0
4,1,2e-05
5,1,0
6,1,0
7,1,1e-05
8,1,0
9,1,2e-05
10,1,1e-05
11,1,1e-05
12,1,0
13,1,0
14,1,1e-05
15,1,0
16,1,1e-05
17,1,2e-05
18,1,2e-05
19,1,0
20,1,1e-05
21,1,2e-05
22,1,2e-05
23,1,1e-05
24,1,1e-05
25,1,0
26,1,0
27,1,0
28,1,0
29,1,2e-05
30,1,4e-05
31,1,1e-05
32,1,0
33,1,1e-05
34,1,0
35,1,1e-05
36,1,1e-05
37,1,0
38,1,0
39,1,1e-05
40,1,0
41,1,1e-05
42,1,1e-05
43,1,0
44,1,0
45,1,2e-05
46,1,3e-05
47,1,3e-05
48,1,3e-05
49,1,0
50,1,2e-05
51,1,2e-05
52,1,1e-05
53,1,1e-05
54,1,0
55,1,3e-05
56,1,0
57,1,1e-05
58,1,1e-05
59,1,1e-05
60,1,2e-05
61,1,1e-05
62,1,2e-05
63,1,3e-05
64,1,1e-05
65,1,1e-05
66,1,1e-05
67,1,1e-05
68,1,3e-05
69,1,4e-05
70,1,1e-05
71,1,1e-05
72,1,1e-05
73,1,0
74,1,2e-05
75,1,1e-05
76,1,0
77,1,1e-05
78,1,0
79,1,1e-05
80,1,2e-05
81,1,1e-05
82,1,2e-05
83,1,0
84,1,0
85,1,3e-05
86,1,2e-05
87,1,2e-05
88,1,1e-05
89,1,3e-05
90,1,0
91,1,3e-05
92,1,4e-05
93,1,2e-05
94,1,0
95,1,0
96,1,4e-05
97,1,1e-05
98,1,2e-05
99,1,2e-05
100,1,3e-05
101,1,1e-05
102,1,2e-05
103,1,0
104,1,1e-05
105,1,1e-05
106,1,0
107,1,1e-05
108,1,5e-05
109,1,0
110,1,2e-05
111,1,1e-05
112,1,1e-05
113,1,3e-05
114,1,1e-05
115,1,1e-05
116,1,1e-05
117,1,2e-05
118,1,1e-05
119,1,1e-05
120,1,3e-05
121,1,2e-05
122,1,1e-05
123,1,1e-05
124,1,2e-05
125,1,1e-05
126,1,1e-05
127,1,2e-05
128,1,0
129,1,0
130,1,0
131,1,1e-05
132,1,2e-05
133,1,1e-05
134,1,0
135,1,1e-05
136,1,0
137,1,0
138,1,1e-05
139,1,1e-05
140,1,0
141,1,0
142,1,0
143,1,1e-05
144,1,1e-05
145,1,0
146,1,1e-05
147,1,1e-05
148,1,1e-05
149,1,1e-05
150,1,2e-05
151,1,0
152,1,0
153,1,1e-05
154,1,0
155,1,0
156,1,1e-05
157,1,1e-05
158,1,0
159,1,0
160,1,1e-05
161,1,0
162,1,2e-05
163,1,0
164,1,0
165,1,1e-05
166,1,1e-05
167,1,1e-05
168,1,0
169,1,1e-05
170,1,0
171,1,0
172,1,2e-05
173,1,1e-05
174,1,0
175,1,1e-05
176,1,1e-05
177,1,2e-05
178,1,1e-05
179,1,1e-05
180,1,2e-05
181,1,1e-05
182,1,0
183,1,1e-05
184,1,0
185,1,0
186,1,1e-05
187,1,1e-05
188,1,2e-05
189,1,0
190,1,1e-05
191,1,2e-05
192,1,2e-05
193,1,0
194,1,0
195,1,0
196,1,0
197,1,1e-05
198,1,0
199,1,0
0,2,0
1,2,0
2,2,1e-05
3,2,2e-05
4,2,0
5,2,2e-05
6,2,0
7,2,0
8,2,1e-05
9,2,0
10,2,0
11,2,1e-05
12,2,2e-05
13,2,0
14,2,0
15,2,1e-05
16,2,0
17,2,0
18,2,0
19,2,1e-05
20,2,0
21,2,0
22,2,0
23,2,1e-05
24,2,1e-05
25,2,1e-05
26,2,1e-05
27,2,0
28,2,0
29,2,1e-05
30,2,0
31,2,2e-05
