# binned sphere monitor
# nx=180 ny=90
# n_history=100000000000
# columns: ix,iy,I,sigma
# phi in [-180, 180] deg
# theta in [-90, 90] deg
# hits_total=700780 hits_in=700780
# columns: ix,iy,I,sigma
0,0,0,0
1,0,2.82699405899e-14,1.99898668432e-14
2,0,0,0
3,0,1.4131902241e-14,1.4131902241e-14
4,0,7.06708498059e-14,3.16049655185e-14
5,0,2.82717399045e-14,1.99911390161e-14
6,0,2.82624190583e-14,1.99845481733e-14
7,0,1.41353939131e-14,1.41353939131e-14
8,0,0,0
9,0,1.41234758195e-14,1.41234758195e-14
10,0,1.41340412238e-14,1.41340412238e-14
11,0,0,0
12,0,1.41370728818e-14,1.41370728818e-14
13,0,0,0
14,0,2.82674363368e-14,1.99880959273e-14
15,0,1.41287366764e-14,1.41287366764e-14
16,0,2.82694916462e-14,1.99895493541e-14
17,0,1.41283416964e-14,1.41283416964e-14
18,0,2.8269116108e-14,1.99892839697e-14
19,0,0,0
20,0,0,0
21,0,1.41346892931e-14,1.41346892931e-14
22,0,2.82706304345e-14,1.99903545169e-14
23,0,1.41290822574e-14,1.41290822574e-14
24,0,2.82577170895e-14,1.99812244724e-14
25,0,4.24017566411e-14,2.44806657082e-14
26,0,1.41335915537e-14,1.41335915537e-14
27,0,2.8273543954e-14,1.99924146604e-14
28,0,1.41327229022e-14,1.41327229022e-14
29,0,0,0
30,0,0,0
31,0,1.41337479301e-14,1.41337479301e-14
32,0,4.2382435483e-14,2.44695131436e-14
33,0,2.82666204031e-14,1.9987519033e-14
34,0,1.41353375728e-14,1.41353375728e-14
35,0,1.41327979162e-14,1.41327979162e-14
36,0,4.24035916827e-14,2.44817252464e-14
37,0,4.24067544257e-14,2.44835511145e-14
38,0,0,0
39,0,2.82662757804e-14,1.99872759699e-14
40,0,4.23878200116e-14,2.44726210423e-14
41,0,0,0
42,0,1.41317339935e-14,1.41317339935e-14
43,0,2.82707339476e-14,1.99904276971e-14
44,0,1.41350333463e-14,1.41350333463e-14
45,0,2.82543862022e-14,1.99788689009e-14
46,0,1.41217025833e-14,1.41217025833e-14
47,0,0,0
48,0,5.65249802821e-14,2.82624918769e-14
49,0,1.41315506288e-14,1.41315506288e-14
50,0,0,0
51,0,2.82588109123e-14,1.99819989064e-14
52,0,0,0
53,0,0,0
54,0,0,0
55,0,4.24035528171e-14,2.44817028214e-14
56,0,1.4128864995e-14,1.4128864995e-14
57,0,0,0
58,0,1.41339958058e-14,1.41339958058e-14
59,0,7.0653032217e-14,3.15969973671e-14
60,0,1.41318918481e-14,1.41318918481e-14
61,0,1.41366908716e-14,1.41366908716e-14
62,0,1.41367929981e-14,1.41367929981e-14
63,0,0,0
64,0,1.41323209622e-14,1.41323209622e-14
65,0,0,0
66,0,0,0
67,0,1.41240054831e-14,1.41240054831e-14
68,0,2.82632557697e-14,1.99851402928e-14
69,0,4.23946191932e-14,2.44765467368e-14
70,0,1.41280033267e-14,1.41280033267e-14
71,0,2.82555635721e-14,1.99797018129e-14
72,0,2.82737650266e-14,1.99925709806e-14
73,0,0,0
74,0,5.65214321617e-14,2.82607174621e-14
75,0,0,0
76,0,2.82645317985e-14,1.99860421304e-14
77,0,5.65137089816e-14,2.82568579048e-14
